tNotaCredito;tItem;tDocumento;tCodigoProducto;nPrecioNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nPrecioVenta;nPrecioOficial;nRecargo;nDescuento;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tGuia;nDescuentoNeto;nLey1;tAplicaExoneracion;tAplicaInafectacion;tDocumentoAnticipo
D00130000000876;1;B00130000053070;1405;24,80620155;4,465116279;2,728682171;0;32;32;0;0;1;4,465116279;2,728682171;0;32;NULL;NULL;0;NULL;NULL;NULL
D00130000000875;1;B00130000052951;1498;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000874;3;B00130000052827;1687;11,62790698;2,093023256;1,279069767;0;15;15;0;0;4;8,372093023;5,11627907;0;60;NULL;NULL;0;NULL;NULL;NULL
D00130000000874;2;B00130000052827;1684;40,31007752;7,255813953;4,434108527;0;52;52;0;0;2;14,51162791;8,868217054;0;104;NULL;NULL;0;NULL;NULL;NULL
D00130000000874;1;B00130000052827;1498;84,49612403;15,20930233;9,294573643;0;109;109;0;0;2;30,41860465;18,58914729;0;218;NULL;NULL;0;NULL;NULL;NULL
D00130000000873;2;B00130000052713;1674;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000873;1;B00130000052713;2405;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000872;2;B00130000052373;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000872;1;B00130000052373;2146;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;1;3,613953488;2,208527132;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000871;1;B00130000052214;2147;14,65116279;2,637209302;1,611627907;0;18,9;18,9;0;0;3;7,911627907;4,834883721;0;56,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000870;1;B00130000052388;2390;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;2;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000869;2;B00130000052228;1686;24,80620155;4,465116279;2,728682171;0;32;32;0;0;2;8,930232558;5,457364341;0;64;NULL;NULL;0;NULL;NULL;NULL
D00130000000869;1;B00130000052228;1678;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000868;1;B00130000051667;234;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000867;3;B00130000052064;2139;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000867;2;B00130000052064;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000867;1;B00130000052064;2178;36,20155039;6,51627907;3,982170543;0;46,7;46,7;0;0;1;6,51627907;3,982170543;0;46,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000866;1;B00130000052014;1674;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000865;1;B00130000051954;6;69,76744186;12,55813953;7,674418605;0;90;90;0;0;1;12,55813953;7,674418605;0;90;NULL;NULL;0;NULL;NULL;NULL
D00130000000864;2;B00130000051800;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;2;8,344186047;5,099224806;0;59,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000864;1;B00130000051800;2178;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000863;1;B00130000051454;1129;40,31007752;7,255813953;4,434108527;0;52;52;0;0;2;14,51162791;8,868217054;0;104;NULL;NULL;0;NULL;NULL;NULL
D00130000000862;1;B00130000051559;1787;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000861;2;B00130000051462;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000861;1;B00130000051462;2178;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;7;B00130000051317;2139;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;1;4,311627907;2,634883721;0;30,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;6;B00130000051317;2151;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;2;8,344186047;5,099224806;0;59,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;5;B00130000051317;2144;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;2;8,623255814;5,269767442;0;61,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;4;B00130000051317;2178;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;3;12,93488372;7,904651163;0;92,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;3;B00130000051317;2149;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;1;4,311627907;2,634883721;0;30,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;2;B00130000051317;2148;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;3;12,93488372;7,904651163;0;92,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000860;1;B00130000051317;2140;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;1;4,311627907;2,634883721;0;30,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000859;1;B00130000051123;2638;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000858;1;B00130000050965;86;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000857;1;B00130000050962;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000856;1;B00130000050961;1129;40,31007752;7,255813953;4,434108527;0;52;52;0;0;1;7,255813953;4,434108527;0;52;NULL;NULL;0;NULL;NULL;NULL
D00130000000855;3;B00130000050676;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000855;2;B00130000050676;129;27,13178295;4,88372093;2,984496124;0;35;35;0;0;4;19,53488372;11,9379845;0;140;NULL;NULL;0;NULL;NULL;NULL
D00130000000855;1;B00130000050676;129;27,13178295;4,88372093;2,984496124;0;35;35;0;0;4;19,53488372;11,9379845;0;140;NULL;NULL;0;NULL;NULL;NULL
D00130000000854;4;B00130000046753;555;4,724409449;0,850393701;0,42519685;0;6;6;0;0;1;0,850393701;0,42519685;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000854;3;B00130000046753;1405;25,19685039;4,535433071;2,267716535;0;32;32;0;0;2;9,070866142;4,535433071;0;64;NULL;NULL;0;NULL;NULL;NULL
D00130000000854;2;B00130000046753;1701;51,18110236;9,212598425;4,606299213;0;65;65;0;0;1;9,212598425;4,606299213;0;65;NULL;NULL;0;NULL;NULL;NULL
D00130000000854;1;B00130000046753;1699;137,7952756;24,80314961;12,4015748;0;175;175;0;0;1;24,80314961;12,4015748;0;175;NULL;NULL;0;NULL;NULL;NULL
D00130000000853;1;B00130000050680;1674;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;0;0;
D00130000000852;1;B00130000050661;1686;24,80620155;4,465116279;2,728682171;0;32;32;0;0;1;4,465116279;2,728682171;0;32;NULL;NULL;0;NULL;NULL;NULL
D00130000000851;1;B00130000050493;2727;6,201550388;1,11627907;0,682170543;0;8;8;0;0;3;3,348837209;2,046511628;0;24;NULL;NULL;0;NULL;NULL;NULL
D00130000000850;4;B00130000050491;1272;22,40310078;4,03255814;2,464341085;0;28,9;28,9;0;0;1;4,03255814;2,464341085;0;28,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000850;3;B00130000050491;2414;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000850;2;B00130000050491;104;6,201550388;1,11627907;0,682170543;0;8;8;0;0;1;1,11627907;0,682170543;0;8;NULL;NULL;0;NULL;NULL;NULL
D00130000000850;1;B00130000050491;2727;6,201550388;1,11627907;0,682170543;0;8;8;0;0;2;2,23255814;1,364341085;0;16;NULL;NULL;0;NULL;NULL;NULL
D00130000000849;2;B00130000050445;2727;6,201550388;1,11627907;0,682170543;0;8;8;0;0;1;1,11627907;0,682170543;0;8;NULL;NULL;0;NULL;NULL;NULL
D00130000000849;1;B00130000050445;2725;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000848;4;B00130000050433;2395;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;NULL;NULL;NULL
D00130000000848;3;B00130000050433;510;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;NULL;NULL;NULL
D00130000000848;2;B00130000050433;2725;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000848;1;B00130000050433;2727;6,201550388;1,11627907;0,682170543;0;8;8;0;0;1;1,11627907;0,682170543;0;8;NULL;NULL;0;NULL;NULL;NULL
D00130000000847;1;B00130000050247;2376;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000846;1;B00130000050215;1787;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000845;1;B00130000050056;2412;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000844;3;B00130000049789;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000844;2;B00130000049789;129;27,13178295;4,88372093;2,984496124;0;35;35;0;0;1;4,88372093;2,984496124;0;35;NULL;NULL;0;NULL;NULL;NULL
D00130000000844;1;B00130000049789;1522;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000843;4;B00130000049621;248;12,3255814;2,218604651;1,355813953;0;15,9;15,9;0;0;1;2,218604651;1,355813953;0;15,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000843;3;B00130000049621;2382;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;2;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000843;2;B00130000049621;2421;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;2;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000843;1;B00130000049621;2388;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;2;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000842;6;B00130000049505;2176;17,75193798;3,195348837;1,952713178;0;22,9;22,9;0;0;1;3,195348837;1,952713178;0;22,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000842;5;B00130000049505;2152;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000842;4;B00130000049505;2178;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000842;3;B00130000049505;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;6;25,03255814;15,29767442;0;179,4;NULL;NULL;0;NULL;NULL;NULL
D00130000000842;2;B00130000049505;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;2;8,344186047;5,099224806;0;59,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000842;1;B00130000049505;2146;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;4;14,45581395;8,834108527;0;103,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000841;1;B00130000049405;101;73,64341085;13,25581395;8,100775194;0;95;95;0;0;1;13,25581395;8,100775194;0;95;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;7;B00130000049283;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;6;B00130000049283;2160;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;5;B00130000049283;2131;15,42635659;2,776744186;1,696899225;0;19,9;19,9;0;0;3;8,330232558;5,090697674;0;59,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;4;B00130000049283;2696;27,82945736;5,009302326;3,06124031;0;35,9;35,9;0;0;2;10,01860465;6,12248062;0;71,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;3;B00130000049283;2178;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;2;B00130000049283;2146;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;3;10,84186047;6,625581395;0;77,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000840;1;B00130000049283;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;4;16,68837209;10,19844961;0;119,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000839;1;B00130000049142;2178;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000838;1;B00130000049106;1787;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000837;2;B00130000048985;1617;10;1,8;1,1;0;12,9;12,9;0;0;1;1,8;1,1;0;12,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000837;1;B00130000048985;2417;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000836;3;B00130000048707;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000836;2;B00130000048707;2131;15,42635659;2,776744186;1,696899225;0;19,9;19,9;0;0;3;8,330232558;5,090697674;0;59,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000836;1;B00130000048707;2139;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000835;4;B00130000048619;2178;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000835;3;B00130000048619;2146;20,39370079;3,670866142;1,835433071;0;25,9;25,9;0;0;1;3,670866142;1,835433071;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000835;2;B00130000048619;2141;46,06299213;8,291338583;4,145669291;0;58,5;58,5;0;0;1;8,291338583;4,145669291;0;58,5;NULL;NULL;0;NULL;NULL;NULL
D00130000000835;1;B00130000048619;2695;28,26771654;5,088188976;2,544094488;0;35,9;35,9;0;0;1;5,088188976;2,544094488;0;35,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000834;5;B00130000048598;2149;25,82677165;4,648818898;2,324409449;0;32,8;32,8;0;0;1;4,648818898;2,324409449;0;32,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000834;4;B00130000048598;2176;18,03149606;3,245669291;1,622834646;0;22,9;22,9;0;0;1;3,245669291;1,622834646;0;22,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000834;3;B00130000048598;2178;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000834;2;B00130000048598;2139;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000834;1;B00130000048598;2146;20,39370079;3,670866142;1,835433071;0;25,9;25,9;0;0;1;3,670866142;1,835433071;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000833;1;B00130000048566;234;85,82677165;15,4488189;7,724409449;0;109;109;0;0;1;15,4488189;7,724409449;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000832;1;B00130000048284;2638;39,29133858;7,072440945;3,536220472;0;49,9;49,9;0;0;1;7,072440945;3,536220472;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000831;1;B00130000048313;6;70,86614173;12,75590551;6,377952756;0;90;90;0;0;1;12,75590551;6,377952756;0;90;NULL;NULL;0;NULL;NULL;NULL
D00130000000830;2;B00130000048256;365;27,55905512;4,960629921;2,480314961;0;35;35;0;0;1;4,960629921;2,480314961;0;35;NULL;NULL;0;NULL;NULL;NULL
D00130000000830;1;B00130000048256;129;27,55905512;4,960629921;2,480314961;0;35;35;0;0;1;4,960629921;2,480314961;0;35;NULL;NULL;0;NULL;NULL;NULL
D00130000000829;1;B00130000048294;461;7,086614173;1,275590551;0,637795276;0;9;9;0;0;2;2,551181102;1,275590551;0;18;NULL;NULL;0;NULL;NULL;NULL
D00130000000828;2;B00130000048278;544;19,68503937;3,543307087;1,771653543;0;25;25;0;0;1;3,543307087;1,771653543;0;25;NULL;NULL;0;NULL;NULL;NULL
D00130000000828;1;B00130000048278;1129;40,94488189;7,37007874;3,68503937;0;52;52;0;0;1;7,37007874;3,68503937;0;52;NULL;NULL;0;NULL;NULL;NULL
D00130000000827;2;B00130000048188;2139;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000827;1;B00130000048188;2148;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000826;1;B00130000048205;86;85,82677165;15,4488189;7,724409449;0;109;109;0;0;1;15,4488189;7,724409449;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000825;1;B00130000048199;2145;29,76377953;5,357480315;2,678740157;0;37,8;37,8;0;0;1;5,357480315;2,678740157;0;37,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000824;2;B00130000048137;2139;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000824;1;B00130000048137;2146;20,39370079;3,670866142;1,835433071;0;25,9;25,9;0;0;1;3,670866142;1,835433071;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000823;2;B00130000048127;2178;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000823;1;B00130000048127;2141;27,48031496;4,946456693;2,473228346;0;34,9;34,9;0;0;1;4,946456693;2,473228346;0;34,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000822;2;B00130000047986;2178;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000822;1;B00130000047986;2148;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000821;1;B00130000047979;2144;29,76377953;5,357480315;2,678740157;0;37,8;37,8;0;0;1;5,357480315;2,678740157;0;37,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000820;2;B00130000047894;2144;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000820;1;B00130000047894;2148;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000819;2;B00130000047798;2417;13,30708661;2,395275591;1,197637795;0;16,9;16,9;0;0;6;14,37165354;7,185826772;0;101,4;NULL;NULL;0;NULL;NULL;NULL
D00130000000819;1;B00130000047798;2698;39,29133858;7,072440945;3,536220472;0;49,9;49,9;0;0;1;7,072440945;3,536220472;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000818;2;B00130000047568;555;4,724409449;0,850393701;0,42519685;0;6;6;0;0;1;0,850393701;0,42519685;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000818;1;B00130000047568;1667;70,86614173;12,75590551;6,377952756;0;90;90;0;0;1;12,75590551;6,377952756;0;90;NULL;NULL;0;NULL;NULL;NULL
D00130000000817;1;B00130000047555;2148;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000816;1;B00130000047439;1129;40,94488189;7,37007874;3,68503937;0;52;52;0;0;1;7,37007874;3,68503937;0;52;NULL;NULL;0;NULL;NULL;NULL
D00130000000815;1;B00130000047386;2412;39,29133858;7,072440945;3,536220472;0;49,9;49,9;0;0;1;7,072440945;3,536220472;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000814;3;B00130000047356;2146;20,39370079;3,670866142;1,835433071;0;25,9;25,9;0;0;1;3,670866142;1,835433071;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000814;2;B00130000047356;2139;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000814;1;B00130000047356;2178;35,11811024;6,321259843;3,160629921;0;44,6;44,6;0;0;1;6,321259843;3,160629921;0;44,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000813;2;B00130000047213;2178;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000813;1;B00130000047213;2148;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000812;1;B00130000047208;86;85,82677165;15,4488189;7,724409449;0;109;109;0;0;1;15,4488189;7,724409449;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000811;1;B00130000047198;2696;28,26771654;5,088188976;2,544094488;0;35,9;35,9;0;0;1;5,088188976;2,544094488;0;35,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000810;1;B00130000047197;2695;28,26771654;5,088188976;2,544094488;0;35,9;35,9;0;0;1;5,088188976;2,544094488;0;35,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000809;1;B00130000047179;2178;29,76377953;5,357480315;2,678740157;0;37,8;37,8;0;0;1;5,357480315;2,678740157;0;37,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000808;2;B00130000047123;2146;20,39370079;3,670866142;1,835433071;0;25,9;25,9;0;0;1;3,670866142;1,835433071;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000808;1;B00130000047123;2144;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000807;1;B00130000047100;121;19,60629921;3,529133858;1,764566929;0;24,9;24,9;0;0;1;3,529133858;1,764566929;0;24,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000806;1;B00130000046999;1405;25,19685039;4,535433071;2,267716535;0;32;32;0;0;1;4,535433071;2,267716535;0;32;NULL;NULL;0;NULL;NULL;NULL
D00130000000805;2;B00130000046973;1273;18,20472441;3,276850394;1,638425197;0;23,12;28,9;0;5,78;2;6,553700787;3,276850394;0;46,24;NULL;NULL;0;NULL;NULL;NULL
D00130000000805;1;B00130000046973;1275;18,20472441;3,276850394;1,638425197;0;23,12;28,9;0;5,78;2;6,553700787;3,276850394;0;46,24;NULL;NULL;0;NULL;NULL;NULL
D00130000000804;1;B00130000046825;2695;28,26771654;5,088188976;2,544094488;0;35,9;35,9;0;0;1;5,088188976;2,544094488;0;35,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000803;2;B00130000046814;2146;20,39370079;3,670866142;1,835433071;0;25,9;25,9;0;0;1;3,670866142;1,835433071;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000803;1;B00130000046814;2144;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000802;1;B00130000046285;2407;39,29133858;7,072440945;3,536220472;0;49,9;49,9;0;0;1;7,072440945;3,536220472;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000801;2;B00130000046371;249;12,51968504;2,253543307;1,126771654;0;15,9;15,9;0;0;4;9,014173228;4,507086614;0;63,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000801;1;B00130000046371;248;12,51968504;2,253543307;1,126771654;0;15,9;15,9;0;0;4;9,014173228;4,507086614;0;63,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000800;2;B00130000046664;2153;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000800;1;B00130000046664;2133;14,09448819;2,537007874;1,268503937;0;17,9;17,9;0;0;1;2,537007874;1,268503937;0;17,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000799;3;B00130000046660;2150;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000799;2;B00130000046660;2148;23,54330709;4,237795276;2,118897638;0;29,9;29,9;0;0;1;4,237795276;2,118897638;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000799;1;B00130000046660;2695;28,26771654;5,088188976;2,544094488;0;35,9;35,9;0;0;1;5,088188976;2,544094488;0;35,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000798;1;B00130000046580;367;85,82677165;15,4488189;7,724409449;0;109;109;0;0;1;15,4488189;7,724409449;0;109;NULL;NULL;0;NULL;NULL;NULL
