tNotaCredito;tItem;tDocumento;tCodigoProducto;nPrecioNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nPrecioVenta;nPrecioOficial;nRecargo;nDescuento;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tGuia;nDescuentoNeto;nLey1;tAplicaExoneracion;tAplicaInafectacion;tDocumentoAnticipo
D00A12000000004;3;B00A12000002760;2291;10,85271318;1,953488372;1,19379845;0;14;14;0;0;1;1,953488372;1,19379845;0;14;NULL;NULL;0;0;0;
D00A12000000004;2;B00A12000002760;2291;10,85271318;1,953488372;1,19379845;0;14;14;0;0;1;1,953488372;1,19379845;0;14;NULL;NULL;0;0;0;
D00A12000000004;1;B00A12000002760;1898;19,30232558;3,474418605;2,123255814;0;24,9;24,9;0;0;8;27,79534884;16,98604651;0;199,2;NULL;NULL;0;0;0;
D00A12000000003;3;B00A12000002346;528;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;1;4,311627907;2,634883721;0;30,9;NULL;NULL;0;0;0;
D00A12000000003;2;B00A12000002346;104;6,201550388;1,11627907;0,682170543;0;8;8;0;0;1;1,11627907;0,682170543;0;8;NULL;NULL;0;0;0;
D00A12000000003;1;B00A12000002346;1731;7,751937984;1,395348837;0,852713178;0;10;10;0;0;2;2,790697674;1,705426357;0;20;NULL;NULL;0;0;0;
D00A12000000002;2;B00A12000001000;2299;17,05426357;3,069767442;1,875968992;0;22;22;0;0;1;3,069767442;1,875968992;0;22;NULL;NULL;0;0;0;
D00A12000000002;1;B00A12000001000;1734;9,302325581;1,674418605;1,023255814;0;12;12;0;0;2;3,348837209;2,046511628;0;24;NULL;NULL;0;0;0;
D00A12000000001;4;B00A12000000448;208;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;0;0;
D00A12000000001;3;B00A12000000448;1509;8,527131783;1,534883721;0,937984496;0;11;11;0;0;1;1,534883721;0,937984496;0;11;NULL;NULL;0;0;0;
D00A12000000001;2;B00A12000000448;260;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;0;0;
D00A12000000001;1;B00A12000000448;93;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;0;0;
D00140000000011;1;B00140000000012;2143;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;0;0;NULL
D00140000000010;5;B00140000000011;2157;7,674418605;1,381395349;0,844186047;0;9,9;9,9;0;0;1;1,381395349;0,844186047;0;9,9;NULL;NULL;0;0;0;NULL
D00140000000010;4;B00140000000011;2133;13,87596899;2,497674419;1,526356589;0;17,9;17,9;0;0;2;4,995348837;3,052713178;0;35,8;NULL;NULL;0;0;0;NULL
D00140000000010;3;B00140000000011;2166;12,3255814;2,218604651;1,355813953;0;15,9;15,9;0;0;3;6,655813953;4,06744186;0;47,7;NULL;NULL;0;0;0;NULL
D00140000000010;2;B00140000000011;2149;21,62790698;3,893023256;2,379069767;0;27,9;27,9;0;0;1;3,893023256;2,379069767;0;27,9;NULL;NULL;0;0;0;NULL
D00140000000010;1;B00140000000011;2161;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;0;0;NULL
D00140000000009;1;B00140000000010;2149;21,62790698;3,893023256;2,379069767;0;27,9;27,9;0;0;1;3,893023256;2,379069767;0;27,9;NULL;NULL;0;0;0;NULL
D00140000000008;1;B00140000000009;2160;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;0;0;NULL
D00140000000007;1;B00140000000008;2145;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;0;0;NULL
D00140000000006;1;B00140000000007;2149;21,62790698;3,893023256;2,379069767;0;27,9;27,9;0;0;1;3,893023256;2,379069767;0;27,9;NULL;NULL;0;0;0;NULL
D00140000000004;1;B00140000000005;2167;12,3255814;2,218604651;1,355813953;0;15,9;15,9;0;0;1;2,218604651;1,355813953;0;15,9;NULL;NULL;0;0;0;NULL
D00140000000003;1;B00140000000004;2145;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;0;0;NULL
D00140000000002;1;B00140000000003;2145;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;0;0;NULL
D00130000000949;2;B00130000056794;2561;13,95348837;2,511627907;1,534883721;0;18;18;0;0;1;2,511627907;1,534883721;0;18;NULL;NULL;0;NULL;NULL;NULL
D00130000000949;1;B00130000056794;2383;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000948;2;B00130000059258;1502;46,51162791;8,372093023;5,11627907;0;60;60;0;0;1;8,372093023;5,11627907;0;60;NULL;NULL;0;NULL;NULL;NULL
D00130000000948;1;B00130000059258;1700;46,51162791;8,372093023;5,11627907;0;60;60;0;0;1;8,372093023;5,11627907;0;60;NULL;NULL;0;NULL;NULL;NULL
D00130000000947;1;B00130000059236;2414;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000946;1;B00130000059057;2962;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;2;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000945;1;B00130000058975;2962;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000944;1;B00130000058941;2698;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000943;1;B00130000058943;2147;14,65116279;2,637209302;1,611627907;0;18,9;18,9;0;0;1;2,637209302;1,611627907;0;18,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000942;1;B00130000058945;2147;14,65116279;2,637209302;1,611627907;0;18,9;18,9;0;0;1;2,637209302;1,611627907;0;18,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000941;1;B00130000058906;1980;34,80620155;6,265116279;3,828682171;0;44,9;67,6;0;22,7;1;6,265116279;3,828682171;0;44,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000940;1;B00130000058882;2482;15,42635659;2,776744186;1,696899225;0;19,9;19,9;0;0;1;2,776744186;1,696899225;0;19,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000939;1;B00130000058853;2147;14,65116279;2,637209302;1,611627907;0;18,9;18,9;0;0;1;2,637209302;1,611627907;0;18,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000938;1;B00130000058821;2413;41,00775194;7,381395349;4,510852713;0;52,9;52,9;0;0;1;7,381395349;4,510852713;0;52,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000937;1;B00130000058204;1129;40,31007752;7,255813953;4,434108527;0;52;52;0;0;2;14,51162791;8,868217054;0;104;NULL;NULL;0;NULL;NULL;NULL
D00130000000936;1;B00130000058317;2412;41,00775194;7,381395349;4,510852713;0;52,9;52,9;0;0;1;7,381395349;4,510852713;0;52,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000935;2;B00130000058563;2339;7,751937984;1,395348837;0,852713178;0;10;10;0;0;1;1,395348837;0,852713178;0;10;NULL;NULL;0;NULL;NULL;NULL
D00130000000935;1;B00130000058563;6;73,64341085;13,25581395;8,100775194;0;95;95;0;0;1;13,25581395;8,100775194;0;95;NULL;NULL;0;NULL;NULL;NULL
D00130000000934;1;B00130000058335;249;12,3255814;2,218604651;1,355813953;0;15,9;15,9;0;0;1;2,218604651;1,355813953;0;15,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000933;1;B00130000057689;234;84,49612403;15,20930233;9,294573643;0;109;109;0;0;2;30,41860465;18,58914729;0;218;NULL;NULL;0;NULL;NULL;NULL
D00130000000932;2;B00130000058184;510;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;NULL;NULL;NULL
D00130000000932;1;B00130000058184;2418;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000931;2;B00130000058190;1272;22,40310078;4,03255814;2,464341085;0;28,9;28,9;0;0;1;4,03255814;2,464341085;0;28,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000931;1;B00130000058190;1980;27,84496124;5,012093023;3,062945736;0;35,92;44,9;0;8,98;1;5,012093023;3,062945736;0;35,92;NULL;NULL;0;NULL;NULL;NULL
D00130000000930;1;B00130000058086;1275;15,68217054;2,822790698;1,72503876;0;20,23;28,9;0;8,67;1;2,822790698;1,72503876;0;20,23;NULL;NULL;0;NULL;NULL;NULL
D00130000000929;1;B00130000058078;90;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000928;1;B00130000057966;1494;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000927;2;B00130000057937;2723;15,42635659;2,776744186;1,696899225;0;19,9;19,9;0;0;2;5,553488372;3,39379845;0;39,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000927;1;B00130000057937;2145;25,42635659;4,576744186;2,796899225;0;32,8;32,8;0;0;1;4,576744186;2,796899225;0;32,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000926;4;B00130000057931;2144;30,07751938;5,413953488;3,308527132;0;38,8;38,8;0;0;1;5,413953488;3,308527132;0;38,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000926;3;B00130000057931;1511;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;NULL;NULL;NULL
D00130000000926;2;B00130000057931;1510;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;NULL;NULL;NULL
D00130000000926;1;B00130000057931;2140;29,2248062;5,260465116;3,214728682;0;37,7;37,7;0;0;1;5,260465116;3,214728682;0;37,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000925;3;B00130000057767;2903;27,13178295;4,88372093;2,984496124;0;35;35;0;0;1;4,88372093;2,984496124;0;35;NULL;NULL;0;NULL;NULL;NULL
D00130000000925;2;B00130000057767;2336;7,751937984;1,395348837;0,852713178;0;10;10;0;0;1;1,395348837;0,852713178;0;10;NULL;NULL;0;NULL;NULL;NULL
D00130000000925;1;B00130000057767;2412;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000924;1;B00130000057526;1523;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000923;1;B00130000057517;2174;11,5503876;2,079069767;1,270542636;0;14,9;14,9;0;0;1;2,079069767;1,270542636;0;14,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000922;1;B00130000056721;2412;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000921;2;B00130000057303;1129;40,31007752;7,255813953;4,434108527;0;52;52;0;0;1;7,255813953;4,434108527;0;52;NULL;NULL;0;NULL;NULL;NULL
D00130000000921;1;B00130000057303;1573;58,13953488;10,46511628;6,395348837;0;75;75;0;0;1;10,46511628;6,395348837;0;75;NULL;NULL;0;NULL;NULL;NULL
D00130000000920;2;B00130000057304;1129;40,31007752;7,255813953;4,434108527;0;52;52;0;0;1;7,255813953;4,434108527;0;52;NULL;NULL;0;NULL;NULL;NULL
D00130000000920;1;B00130000057304;1523;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000919;2;B00130000057282;2169;14,65116279;2,637209302;1,611627907;0;18,9;18,9;0;0;1;2,637209302;1,611627907;0;18,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000919;1;B00130000057282;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000918;2;B00130000057176;2142;27,05426357;4,869767442;2,975968992;0;34,9;34,9;0;0;1;4,869767442;2,975968992;0;34,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000918;1;B00130000057176;2716;16,97674419;3,055813953;1,86744186;0;21,9;21,9;0;0;1;3,055813953;1,86744186;0;21,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000917;1;B00130000057205;367;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000916;2;B00130000057002;2161;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000916;1;B00130000057002;2133;13,87596899;2,497674419;1,526356589;0;17,9;17,9;0;0;4;9,990697674;6,105426357;0;71,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000915;1;B00130000056974;129;27,13178295;4,88372093;2,984496124;0;35;35;0;0;1;4,88372093;2,984496124;0;35;NULL;NULL;0;NULL;NULL;NULL
D00130000000914;2;B00130000056728;2141;27,05426357;4,869767442;2,975968992;0;34,9;34,9;0;0;1;4,869767442;2,975968992;0;34,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000914;1;B00130000056728;2716;16,97674419;3,055813953;1,86744186;0;21,9;21,9;0;0;1;3,055813953;1,86744186;0;21,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000913;2;B00130000056652;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000913;1;B00130000056652;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000912;2;B00130000056502;2171;11,5503876;2,079069767;1,270542636;0;14,9;14,9;0;0;1;2,079069767;1,270542636;0;14,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000912;1;B00130000056502;2162;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000911;1;B00130000056463;2544;23,95348837;4,311627907;2,634883721;0;30,9;30,9;0;0;1;4,311627907;2,634883721;0;30,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000910;1;B00130000056402;234;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000909;1;B00130000056063;2402;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000908;3;B00130000056165;2392;6,976744186;1,255813953;0,76744186;0;9;9;0;0;2;2,511627907;1,534883721;0;18;NULL;NULL;0;NULL;NULL;NULL
D00130000000908;2;B00130000056165;510;6,976744186;1,255813953;0,76744186;0;9;9;0;0;2;2,511627907;1,534883721;0;18;NULL;NULL;0;NULL;NULL;NULL
D00130000000908;1;B00130000056165;2424;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;2;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000907;1;B00130000055986;1946;19,30232558;3,474418605;2,123255814;0;24,9;24,9;0;0;4;13,89767442;8,493023256;0;99,6;NULL;NULL;0;NULL;NULL;NULL
D00130000000906;2;B00130000055999;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000906;1;B00130000055999;1498;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000905;1;B00130000055968;2200;24,80620155;4,465116279;2,728682171;0;32;32;0;0;1;4,465116279;2,728682171;0;32;NULL;NULL;0;NULL;NULL;NULL
D00130000000904;6;B00130000055943;2158;9,224806202;1,660465116;1,014728682;0;11,9;11,9;0;0;1;1,660465116;1,014728682;0;11,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000904;5;B00130000055943;2141;37,82945736;6,809302326;4,16124031;0;48,8;48,8;0;0;1;6,809302326;4,16124031;0;48,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000904;4;B00130000055943;2696;27,82945736;5,009302326;3,06124031;0;35,9;35,9;0;0;1;5,009302326;3,06124031;0;35,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000904;3;B00130000055943;2146;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;2;7,227906977;4,417054264;0;51,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000904;2;B00130000055943;2152;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000904;1;B00130000055943;2488;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000903;1;B00130000055906;2698;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000902;2;B00130000055792;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000902;1;B00130000055792;90;84,49612403;15,20930233;9,294573643;0;109;109;0;0;1;15,20930233;9,294573643;0;109;NULL;NULL;0;NULL;NULL;NULL
D00130000000901;3;B00130000055828;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000901;2;B00130000055828;2485;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000901;1;B00130000055828;2147;14,65116279;2,637209302;1,611627907;0;18,9;18,9;0;0;1;2,637209302;1,611627907;0;18,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000900;2;B00130000055641;2903;27,13178295;4,88372093;2,984496124;0;35;35;0;0;1;4,88372093;2,984496124;0;35;NULL;NULL;0;NULL;NULL;NULL
D00130000000900;1;B00130000055641;2408;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000899;1;B00130000055587;2568;19,30232558;3,474418605;2,123255814;0;24,9;24,9;0;0;1;3,474418605;2,123255814;0;24,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000898;2;B00130000055351;2161;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000898;1;B00130000055351;2715;16,97674419;3,055813953;1,86744186;0;21,9;21,9;0;0;2;6,111627907;3,734883721;0;43,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000897;2;B00130000055328;2157;7,674418605;1,381395349;0,844186047;0;9,9;9,9;0;0;2;2,762790698;1,688372093;0;19,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000897;1;B00130000055328;2716;16,97674419;3,055813953;1,86744186;0;21,9;21,9;0;0;2;6,111627907;3,734883721;0;43,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000896;2;B00130000055241;2141;29,30232558;5,274418605;3,223255814;0;37,8;37,8;0;0;1;5,274418605;3,223255814;0;37,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000896;1;B00130000055241;2717;16,97674419;3,055813953;1,86744186;0;21,9;21,9;0;0;1;3,055813953;1,86744186;0;21,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000895;2;B00130000055205;2394;6,976744186;1,255813953;0,76744186;0;9;9;0;0;3;3,76744186;2,302325581;0;27;NULL;NULL;0;NULL;NULL;NULL
D00130000000895;1;B00130000055205;1275;22,40310078;4,03255814;2,464341085;0;28,9;28,9;0;0;1;4,03255814;2,464341085;0;28,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000894;1;B00130000055023;2418;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000893;3;B00130000054948;2567;7,751937984;1,395348837;0,852713178;0;10;10;0;0;5;6,976744186;4,263565891;0;50;NULL;NULL;0;NULL;NULL;NULL
D00130000000893;2;B00130000054948;2384;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000893;1;B00130000054948;2382;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000892;1;B00130000054843;2418;13,10077519;2,358139535;1,441085271;0;16,9;16,9;0;0;1;2,358139535;1,441085271;0;16,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000891;1;B00130000054710;2402;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000890;1;B00130000054685;2360;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;1;3,613953488;2,208527132;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000889;1;B00130000054582;54;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000888;1;B00130000054612;2568;19,30232558;3,474418605;2,123255814;0;24,9;24,9;0;0;1;3,474418605;2,123255814;0;24,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000887;2;B00130000054376;2410;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000887;1;B00130000054376;2408;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000886;2;B00130000054239;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000886;1;B00130000054239;54;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000885;2;B00130000054187;2140;26,20155039;4,71627907;2,882170543;0;33,8;33,8;0;0;1;4,71627907;2,882170543;0;33,8;NULL;NULL;0;NULL;NULL;NULL
D00130000000885;1;B00130000054187;2150;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000884;1;B00130000054172;2406;38,68217054;6,962790698;4,25503876;0;49,9;49,9;0;0;1;6,962790698;4,25503876;0;49,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000883;1;B00130000053943;2141;27,05426357;4,869767442;2,975968992;0;34,9;34,9;0;0;1;4,869767442;2,975968992;0;34,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000882;4;B00130000053917;2158;9,224806202;1,660465116;1,014728682;0;11,9;11,9;0;0;1;1,660465116;1,014728682;0;11,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000882;3;B00130000053917;2161;6,899224806;1,241860465;0,758914729;0;8,9;8,9;0;0;1;1,241860465;0,758914729;0;8,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000882;2;B00130000053917;2149;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000882;1;B00130000053917;2141;27,05426357;4,869767442;2,975968992;0;34,9;34,9;0;0;1;4,869767442;2,975968992;0;34,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000881;3;B00130000053582;2152;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000881;2;B00130000053582;2146;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;1;3,613953488;2,208527132;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000881;1;B00130000053582;2178;36,20155039;6,51627907;3,982170543;0;46,7;46,7;0;0;1;6,51627907;3,982170543;0;46,7;NULL;NULL;0;NULL;NULL;NULL
D00130000000880;2;B00130000053583;2157;7,674418605;1,381395349;0,844186047;0;9,9;9,9;0;0;1;1,381395349;0,844186047;0;9,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000880;1;B00130000053583;2141;27,05426357;4,869767442;2,975968992;0;34,9;34,9;0;0;1;4,869767442;2,975968992;0;34,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000879;1;B00130000053366;510;6,976744186;1,255813953;0,76744186;0;9;9;0;0;1;1,255813953;0,76744186;0;9;NULL;NULL;0;NULL;NULL;NULL
D00130000000878;4;B00130000053323;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
D00130000000878;3;B00130000053323;2467;16,97674419;3,055813953;1,86744186;0;21,9;21,9;0;0;1;3,055813953;1,86744186;0;21,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000878;2;B00130000053323;2482;15,42635659;2,776744186;1,696899225;0;19,9;19,9;0;0;1;2,776744186;1,696899225;0;19,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000878;1;B00130000053323;2131;15,42635659;2,776744186;1,696899225;0;19,9;19,9;0;0;1;2,776744186;1,696899225;0;19,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000877;5;B00130000053061;2144;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000877;4;B00130000053061;2146;20,07751938;3,613953488;2,208527132;0;25,9;25,9;0;0;1;3,613953488;2,208527132;0;25,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000877;3;B00130000053061;2148;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000877;2;B00130000053061;2176;17,75193798;3,195348837;1,952713178;0;22,9;22,9;0;0;1;3,195348837;1,952713178;0;22,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000877;1;B00130000053061;2152;23,17829457;4,172093023;2,549612403;0;29,9;29,9;0;0;1;4,172093023;2,549612403;0;29,9;NULL;NULL;0;NULL;NULL;NULL
D00130000000876;2;B00130000053070;555;4,651162791;0,837209302;0,511627907;0;6;6;0;0;1;0,837209302;0,511627907;0;6;NULL;NULL;0;NULL;NULL;NULL
