tCodigoPedido;tItem;tTipoPedido;tCodigoProducto;tCodigoGrupo;tCodigoSubGrupo;tMoneda;nPrecioNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nPrecioVenta;nRecargo;nDescuento;nPrecioOficial;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tObservacion;tCortesia;lImprime;tEstadoItem;tArea;lCombinacion;nCombinacion;lImprimeArea;tFacturado;tDocumento;lTransferido;tComanda;fregistro;tmozod;tusuariod;nInsumo;nGasto;nManoObra;nOrden;lCorte;tPosicion;fEnvio;nEnvio;tUnidadNegocio;tOferta;tAutorizaOferta;tSubalmacen;lRegistroVenta;fDiaContable;lAtendidoC;fAtendidoC;tUsuarioAtendio;lCantadoC;fCantadoC;lTipoEnvio;tGuiaTransporte;tCodigoEtiqueta;tCajaD;lNoCantado;tUsuarioAutorizaEnvio;tPerfilUsuarioAutoriza;tAplicaExoneracion;tAplicaInafectacion;tDocumentoAnticipo
2500053855;3;1;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00A12000003821;NULL;;10/07/2025 14:34;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:33:53.760;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:33:53.750;0;NULL;NULL;15;0;;;0;0;NULL
2500053855;2;1;213;6;610;NULL;6,976744186;1,255813953;0,76744186;0;9;0;0;9;1;1,255813953;0,76744186;0;9;NULL;NULL;1;N;3;0;0;1;P;B00A12000003821;NULL;;10/07/2025 14:33;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:33:53.760;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:33:53.750;0;NULL;NULL;15;0;;;0;0;NULL
2500053855;1;1;528;14;1412;NULL;23,95348837;4,311627907;2,634883721;0;30,9;0;0;30,9;1;4,311627907;2,634883721;0;30,9;NULL;NULL;1;N;1;0;0;1;P;B00A12000003821;NULL;;10/07/2025 14:33;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:33:53.760;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:33:53.750;0;NULL;NULL;15;0;;;0;0;NULL
2500053854;2;3;1405;4;416;NULL;27,13178295;4,88372093;2,984496124;0;35;0;0;35;1;4,88372093;2,984496124;0;35;NULL;NULL;1;N;2;0;0;1;P;B00101000151517;NULL;;10/07/2025 14:30;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:30:48.917;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:30:48.910;0;NULL;NULL;11;0;;;0;0;NULL
2500053854;1;3;2384;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151517;NULL;;10/07/2025 14:30;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:30:48.917;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:30:48.910;0;NULL;NULL;11;0;;;0;0;NULL
2500053853;2;3;2591;6;610;NULL;6,976744186;1,255813953;0,76744186;0;9;0;0;9;1;1,255813953;0,76744186;0;9;NULL;NULL;1;N;3;0;0;1;P;B00101000151516;NULL;;10/07/2025 14:29;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:29:09.893;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:29:09.890;0;NULL;NULL;11;0;;;0;0;NULL
2500053853;1;3;468;4;416;NULL;24,80620155;4,465116279;2,728682171;0;32;0;0;32;1;4,465116279;2,728682171;0;32;NULL;NULL;1;N;5;0;0;1;P;B00101000151516;NULL;;10/07/2025 14:29;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:29:09.893;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:29:09.890;0;NULL;NULL;11;0;;;0;0;NULL
2500053852;2;3;2389;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151515;NULL;;10/07/2025 14:26;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:26:16.693;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:26:16.683;0;NULL;NULL;11;0;;;0;0;NULL
2500053852;1;3;2384;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151515;NULL;;10/07/2025 14:26;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:26:16.693;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:26:16.683;0;NULL;NULL;11;0;;;0;0;NULL
2500053851;1;4;1796;19;1901;;27,13178295;4,88372093;2,984496124;0;35;0;0;35;2;9,76744186;5,968992248;0;70;;;1;N;5;0;0;1;P;B00130000059023;0;;10/07/2025 14:22;;WSInforest;0;0;0;0;0;;2025-07-10 14:22:16.007;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053850;2;2;555;9;901;;4,651162791;0,837209302;0,511627907;0;6;0;0;6;1;0,837209302;0,511627907;0;6;;;1;N;3;0;0;1;P;B00130000059022;0;;10/07/2025 14:22;;WSInforest;0;0;0;0;0;;2025-07-10 14:22:11.033;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053850;1;2;564;17;1706;;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9;;;1;N;5;0;0;1;P;B00130000059022;0;;10/07/2025 14:22;;WSInforest;0;0;0;0;0;;2025-07-10 14:22:11.033;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053849;2;4;110;17;1701;;27,13178295;4,88372093;2,984496124;0;35;0;0;35;1;4,88372093;2,984496124;0;35;;;1;N;2;0;0;1;P;B00130000059021;0;;10/07/2025 14:21;;WSInforest;0;0;0;0;0;;2025-07-10 14:21:00.820;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053849;1;4;468;4;416;;24,80620155;4,465116279;2,728682171;0;32;0;0;32;1;4,465116279;2,728682171;0;32;;;1;N;5;0;0;1;P;B00130000059021;0;;10/07/2025 14:21;;WSInforest;0;0;0;0;0;;2025-07-10 14:21:00.820;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053848;1;3;2586;6;610;NULL;8,527131783;1,534883721;0,937984496;0;11;0;0;11;2;3,069767442;1,875968992;0;22;NULL;NULL;1;N;3;0;0;1;P;B00101000151514;NULL;;10/07/2025 14:21;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:20:59.347;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:20:59.340;0;NULL;NULL;11;0;;;0;0;NULL
2500053847;2;3;2380;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151513;NULL;;10/07/2025 14:17;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:17:04.927;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:17:04.920;0;NULL;NULL;11;0;;;0;0;NULL
2500053847;1;3;2420;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151513;NULL;;10/07/2025 14:17;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:17:04.927;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:17:04.920;0;NULL;NULL;11;0;;;0;0;NULL
2500053846;2;1;201;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;5;0;0;1;P;B00A12000003819;NULL;;10/07/2025 14:15;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:14:43.873;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:14:43.867;0;NULL;NULL;15;0;;;0;0;NULL
2500053846;1;1;99;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;5;0;0;1;P;B00A12000003819;NULL;;10/07/2025 14:15;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:14:43.873;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:14:43.867;0;NULL;NULL;15;0;;;0;0;NULL
2500053845;1;3;2379;17;1702;NULL;7,751937984;1,395348837;0,852713178;0;10;0;0;10;1;1,395348837;0,852713178;0;10;NULL;NULL;1;N;2;0;0;1;P;B00101000151511;NULL;;10/07/2025 14:14;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:14:02.740;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:14:02.730;0;NULL;NULL;11;0;;;0;0;NULL
2500053844;1;3;562;17;1706;NULL;38,68217054;6,962790698;4,25503876;0;49,9;0;0;49,9;1;6,962790698;4,25503876;0;49,9;FC POLLITO;NULL;1;N;5;0;0;1;P;B00101000151510;NULL;;10/07/2025 14:11;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:10:50.280;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:10:50.273;0;NULL;NULL;11;0;;;0;0;NULL
2500053843;2;1;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00A12000003820;NULL;;10/07/2025 14:08;95;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:08:08.350;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:08:08.347;0;NULL;NULL;15;0;;;0;0;NULL
2500053843;1;1;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00A12000003820;NULL;;10/07/2025 14:07;95;CAJA;0;0;0;1;NULL;NULL;2025-07-10 14:06:57.600;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:06:57.590;0;NULL;NULL;15;0;;;0;0;NULL
2500053842;1;3;2385;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151509;NULL;;10/07/2025 14:06;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:05:35.943;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:05:35.933;0;NULL;NULL;11;0;;;0;0;NULL
2500053841;1;3;1495;17;1706;NULL;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9; FC KARLA;NULL;1;N;5;0;0;1;P;B00101000151508;NULL;;10/07/2025 14:04;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:04:34.857;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:04:34.847;0;NULL;NULL;11;0;;;0;0;NULL
2500053840;2;4;1405;4;416;;27,13178295;4,88372093;2,984496124;0;35;0;0;35;1;4,88372093;2,984496124;0;35;;;1;N;2;0;0;1;P;B00130000059020;0;;10/07/2025 14:03;;WSInforest;0;0;0;0;0;;2025-07-10 14:03:04.897;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053840;1;4;1795;19;1901;;46,51162791;8,372093023;5,11627907;0;60;0;0;60;1;8,372093023;5,11627907;0;60;;;1;N;5;0;0;1;P;B00130000059020;0;;10/07/2025 14:03;;WSInforest;0;0;0;0;0;;2025-07-10 14:03:04.897;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053839;1;3;54;17;1706;NULL;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9;F,C TINA;NULL;1;N;2;0;0;1;P;B00101000151506;NULL;;10/07/2025 14:00;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 14:00:02.253;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:00:02.250;0;NULL;NULL;11;0;;;0;0;NULL
2500053838;2;3;1499;17;1706;NULL;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9;NULL;NULL;1;N;5;0;0;1;P;B00101000151507;NULL;;10/07/2025 13:59;0;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:59:36.593;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:59:36.580;0;NULL;NULL;15;0;;;0;0;NULL
2500053838;1;3;54;17;1706;NULL;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151507;NULL;;10/07/2025 13:59;0;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:59:36.593;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:59:36.580;0;NULL;NULL;15;0;;;0;0;NULL
2500053837;1;3;2419;17;1706;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151505;NULL;;10/07/2025 13:59;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:58:39.747;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:58:39.740;0;NULL;NULL;11;0;;;0;0;NULL
2500053836;2;4;2383;17;1702;;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;;;1;N;2;0;0;1;P;B00130000059019;0;;10/07/2025 13:58;;WSInforest;0;0;0;0;0;;2025-07-10 13:58:31.640;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053836;1;4;2420;17;1702;;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;3;7,074418605;4,323255814;0;50,7;;;1;N;2;0;0;1;P;B00130000059019;0;;10/07/2025 13:58;;WSInforest;0;0;0;0;0;;2025-07-10 13:58:31.640;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053835;1;4;2568;14;1412;;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;;;1;N;1;0;0;1;P;B00130000059018;0;;10/07/2025 13:58;;WSInforest;0;0;0;0;0;;2025-07-10 13:58:01.603;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053834;2;3;2416;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151504;NULL;;10/07/2025 13:57;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:57:14.847;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:57:14.840;0;NULL;NULL;11;0;;;0;0;NULL
2500053834;1;3;2417;17;1702;NULL;13,10077519;2,358139535;1,441085271;0;16,9;0;0;16,9;1;2,358139535;1,441085271;0;16,9;NULL;NULL;1;N;2;0;0;1;P;B00101000151504;NULL;;10/07/2025 13:57;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:57:14.847;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:57:14.840;0;NULL;NULL;11;0;;;0;0;NULL
2500053833;1;4;2141;14;1410;;27,05426357;4,869767442;2,975968992;0;34,9;0;0;34,9;1;4,869767442;2,975968992;0;34,9;;;1;N;6;0;0;1;P;B00130000059017;0;;10/07/2025 13:56;;WSInforest;0;0;0;0;0;;2025-07-10 13:56:11.013;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053832;2;2;555;9;901;;4,651162791;0,837209302;0,511627907;0;6;0;0;6;1;0,837209302;0,511627907;0;6;;;1;N;3;0;0;1;P;B00130000059016;0;;10/07/2025 13:55;;WSInforest;0;0;0;0;0;;2025-07-10 13:54:35.773;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053832;1;2;2531;17;1706;;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9;;;1;N;2;0;0;1;P;B00130000059016;0;;10/07/2025 13:55;;WSInforest;0;0;0;0;0;;2025-07-10 13:54:35.773;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053831;1;3;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00101000151503;NULL;;10/07/2025 13:53;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:54:01.013;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:54:01.007;0;NULL;NULL;11;0;;;0;0;NULL
2500053830;4;1;1514;6;608;NULL;6,201550388;1,11627907;0,682170543;0;8;0;0;8;1;1,11627907;0,682170543;0;8;NULL;NULL;1;A;3;0;0;1;NULL;NULL;NULL;;10/07/2025 13:41;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:41:00.000;1;1;;NULL;;NULL;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:40:58.440;0;NULL;NULL;15;NULL;;;0;0;NULL
2500053829;2;2;555;9;901;;4,651162791;0,837209302;0,511627907;0;6;0;0;6;1;0,837209302;0,511627907;0;6;;;1;N;3;0;0;1;P;B00130000059015;0;;10/07/2025 13:47;;WSInforest;0;0;0;0;0;;2025-07-10 13:46:45.390;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053829;1;2;1522;17;1706;;41,00775194;7,381395349;4,510852713;0;52,9;0;0;52,9;1;7,381395349;4,510852713;0;52,9;Oficialmente contadora;;1;N;2;0;0;1;P;B00130000059015;0;;10/07/2025 13:47;;WSInforest;0;0;0;0;0;;2025-07-10 13:46:45.390;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053828;1;4;2152;14;1407;;23,17829457;4,172093023;2,549612403;0;29,9;0;0;29,9;1;4,172093023;2,549612403;0;29,9;;;1;N;6;0;0;1;P;B00130000059014;0;;10/07/2025 13:44;;WSInforest;0;0;0;0;0;;2025-07-10 13:43:36.813;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053827;5;1;1969;6;609;NULL;6,976744186;1,255813953;0,76744186;0;9;0;0;9;1;1,255813953;0,76744186;0;9;S/H;NULL;1;N;3;0;0;1;P;B00A12000003817;NULL;;10/07/2025 13:47;91;CAJA;0;0;0;0;NULL;NULL;2025-07-10 13:47:00.000;1;NULL;NULL;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:46:42.513;0;NULL;NULL;15;NULL;;;0;0;NULL
2500053827;4;1;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00A12000003817;NULL;;10/07/2025 13:41;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:41:00.000;1;NULL;NULL;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:40:58.440;0;NULL;NULL;15;NULL;;;0;0;NULL
2500053827;2;1;1965;14;1407;NULL;20,85271318;3,753488372;2,29379845;0;26,9;0;0;26,9;1;3,753488372;2,29379845;0;26,9;NULL;NULL;1;N;1;0;0;1;P;B00A12000003817;NULL;;10/07/2025 13:41;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:41:00.000;1;NULL;NULL;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:40:58.440;0;NULL;NULL;15;NULL;;;0;0;NULL
2500053827;1;1;1840;14;1412;NULL;20,07751938;3,613953488;2,208527132;0;25,9;0;0;25,9;1;3,613953488;2,208527132;0;25,9;NULL;NULL;1;N;1;0;0;1;P;B00A12000003817;NULL;;10/07/2025 13:41;91;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:41:00.000;1;NULL;NULL;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:40:58.440;0;NULL;NULL;15;NULL;;;0;0;NULL
2500053826;2;3;2625;12;1203;NULL;7,75E-06;1,40E-06;8,53E-07;0;1,00E-05;0;0;1,00E-05;1;1,40E-06;8,53E-07;0;1,00E-05;NULL;NULL;1;N;2;0;0;1;P;B00101000151501;NULL;;10/07/2025 13:41;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:40:57.477;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:40:57.470;0;NULL;NULL;11;0;;;0;0;NULL
2500053826;1;3;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00101000151501;NULL;;10/07/2025 13:41;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:40:57.477;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:40:57.470;0;NULL;NULL;11;0;;;0;0;NULL
2500053825;2;4;2164;6;605;;12,3255814;2,218604651;1,355813953;0;15,9;0;0;15,9;1;2,218604651;1,355813953;0;15,9;;;1;N;6;0;0;1;P;B00130000059013;0;;10/07/2025 13:39;;WSInforest;0;0;0;0;0;;2025-07-10 13:39:26.087;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053825;1;4;2488;14;1412;;23,17829457;4,172093023;2,549612403;0;29,9;0;0;29,9;1;4,172093023;2,549612403;0;29,9;;;1;N;1;0;0;1;P;B00130000059013;0;;10/07/2025 13:39;;WSInforest;0;0;0;0;0;;2025-07-10 13:39:26.087;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;;;NULL;NULL;NULL
2500053824;2;3;555;9;901;NULL;3,488372093;0,627906977;0,38372093;0;4,5;0;1,5;6;1;0,627906977;0,38372093;0;4,5;NULL;;1;N;3;0;0;1;P;B00101000151500;NULL;;10/07/2025 13:39;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:39:14.270;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:39:14.263;0;NULL;NULL;11;0;;;0;0;NULL
2500053824;1;3;569;17;1706;NULL;29,01162791;5,222093023;3,19127907;0;37,425;0;12,475;49,9;1;5,222093023;3,19127907;0;37,425;FELIZ CUMPLE;;1;N;5;0;0;1;P;B00101000151500;NULL;;10/07/2025 13:39;0;MSOSA;0;0;0;1;NULL;NULL;2025-07-10 13:39:14.270;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:39:14.263;0;NULL;NULL;11;0;;;0;0;NULL
2500053823;1;1;1898;15;1501;NULL;19,30232558;3,474418605;2,123255814;0;24,9;0;0;24,9;1;3,474418605;2,123255814;0;24,9;NULL;NULL;1;N;1;1;2;1;P;B00A12000003818;NULL;;10/07/2025 13:36;95;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:36:53.807;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:36:53.797;0;NULL;NULL;15;0;;;0;0;NULL
2500053822;4;3;2418;17;1702;NULL;9,825581395;1,768604651;1,080813953;0;12,675;0;4,225;16,9;1;1,768604651;1,080813953;0;12,675;JOSE ALMENARA;;1;N;2;0;0;1;P;B00A12000003816;NULL;;10/07/2025 14:10;0;CAJA;0;0;0;0;NULL;NULL;2025-07-10 14:10:01.623;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 14:10:01.620;0;NULL;NULL;15;0;;;0;0;NULL
2500053822;3;3;1512;6;608;NULL;4,651162791;0,837209302;0,511627907;0;6;0;2;8;1;0,837209302;0,511627907;0;6;MESA;;1;N;3;0;0;1;P;B00A12000003816;NULL;;10/07/2025 13:36;0;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:36:06.307;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:36:06.300;0;NULL;NULL;15;0;;;0;0;NULL
2500053822;2;3;2552;14;1412;NULL;14,47674419;2,605813953;1,59244186;0;18,675;0;6,225;24,9;1;2,605813953;1,59244186;0;18,675;NULL;;1;N;1;0;0;1;P;B00A12000003816;NULL;;10/07/2025 13:36;0;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:36:06.307;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:36:06.300;0;NULL;NULL;15;0;;;0;0;NULL
2500053822;1;3;2567;14;1410;NULL;6,337209302;1,140697674;0,697093023;0;8,175;0;2,725;10,9;1;1,140697674;0,697093023;0;8,175;NULL;;1;N;1;0;0;1;P;B00A12000003816;NULL;;10/07/2025 13:36;0;CAJA;0;0;0;1;NULL;NULL;2025-07-10 13:36:06.307;1;1;;NULL;;1;10/07/2025 0:00;NULL;NULL;NULL;1;2025-07-10 13:36:06.300;0;NULL;NULL;15;0;;;0;0;NULL
