nCorrelativo;tPedidoIni;tItemIni;tPedidoFin;tItemFin;tProducto;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tTurno;fRegistro;tUsuario;fDiaContable
49327;2500055190;4;2500055200;5;494;1;3,055813953;1,86744186;0;21,9;NULL;14/07/2025 21:03;MESERO;14/07/2025 0:00
49326;2500055190;3;2500055200;4;1332;1;2,23255814;1,364341085;0;16;NULL;14/07/2025 21:03;MESERO;14/07/2025 0:00
49325;2500055190;2;2500055200;3;213;1;1,255813953;0,76744186;0;9;NULL;14/07/2025 21:03;MESERO;14/07/2025 0:00
49324;2500055190;1;2500055200;2;180;1;3,474418605;2,123255814;0;24,9;NULL;14/07/2025 21:03;MESERO;14/07/2025 0:00
49323;2500055183;1;2500055184;7;1840;1;3,613953488;2,208527132;0;25,9;NULL;14/07/2025 20:29;MESERO;14/07/2025 0:00
49322;2500055183;1;2500055184;4;2141;1;4,869767442;2,975968992;0;34,9;NULL;14/07/2025 19:58;MESERO;14/07/2025 0:00
49321;2500055149;7;2500055171;8;210;1;1,534883721;0,937984496;0;11;NULL;14/07/2025 19:32;MESERO;14/07/2025 0:00
49320;2500055149;2;2500055171;3;1466;1;2,511627907;1,534883721;0;18;NULL;14/07/2025 19:32;MESERO;14/07/2025 0:00
49319;2500055169;13;2500055149;26;208;1;1,395348837;0,852713178;0;10;NULL;14/07/2025 19:31;MESERO;14/07/2025 0:00
49318;2500055169;4;2500055149;12;210;1;1,534883721;0,937984496;0;11;NULL;14/07/2025 19:30;MESERO;14/07/2025 0:00
49317;2500055149;4;2500055169;12;208;2;2,790697674;1,705426357;0;20;NULL;14/07/2025 19:30;MESERO;14/07/2025 0:00
49316;2500055149;6;2500055169;7;376;1;3,627906977;2,217054264;0;26;NULL;14/07/2025 19:29;MESERO;14/07/2025 0:00
49315;2500055149;3;2500055169;4;210;1;1,534883721;0,937984496;0;11;NULL;14/07/2025 19:29;MESERO;14/07/2025 0:00
49314;2500055141;5;2500055163;6;494;1;3,055813953;1,86744186;0;21,9;NULL;14/07/2025 19:14;MESERO;14/07/2025 0:00
49313;2500055141;4;2500055163;5;210;1;1,534883721;0,937984496;0;11;NULL;14/07/2025 19:14;MESERO;14/07/2025 0:00
49312;2500055141;3;2500055163;4;1332;1;2,23255814;1,364341085;0;16;NULL;14/07/2025 19:14;MESERO;14/07/2025 0:00
49311;2500055141;2;2500055163;3;1333;1;2,23255814;1,364341085;0;16;NULL;14/07/2025 19:14;MESERO;14/07/2025 0:00
49310;2500049546;5;2500055130;9;2395;1;1,395348837;0,852713178;0;10;NULL;14/07/2025 19:07;MESERO;14/07/2025 0:00
49309;2500055141;1;2500055143;2;254;1;2,511627907;1,534883721;0;18;NULL;14/07/2025 18:37;MESERO;14/07/2025 0:00
49308;2500054978;1;2500054990;7;2165;1;2,218604651;1,355813953;0;15,9;NULL;14/07/2025 12:41;MESERO;14/07/2025 0:00
49307;2500054895;12;2500054926;13;213;1;1,255813953;0,76744186;0;9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49306;2500054895;11;2500054926;12;2527;1;1,255813953;0,76744186;0;9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49305;2500054895;10;2500054926;11;397;1;2,358139535;1,441085271;0;16,9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49304;2500054895;9;2500054926;10;1803;1;1,674418605;1,023255814;0;12;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49303;2500054895;8;2500054926;9;1521;1;1,255813953;0,76744186;0;9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49302;2500054895;7;2500054926;8;262;1;3,627906977;2,217054264;0;26;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49301;2500054895;6;2500054926;7;402;1;2,358139535;1,441085271;0;16,9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49300;2500054895;5;2500054926;6;96;1;2,358139535;1,441085271;0;16,9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49299;2500054895;4;2500054926;5;100;1;2,358139535;1,441085271;0;16,9;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49298;2500054895;3;2500054926;4;376;1;3,627906977;2,217054264;0;26;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49297;2500054895;2;2500054926;3;360;2;6,139534884;3,751937984;0;44;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49296;2500054895;1;2500054926;2;213;2;2,511627907;1,534883721;0;18;NULL;13/07/2025 20:41;MESERO;13/07/2025 0:00
49295;2500054851;15;2500054885;16;644;1;3,069767442;1,875968992;0;22;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49294;2500054851;14;2500054885;15;1468;1;1,674418605;1,023255814;0;12;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49293;2500054851;13;2500054885;14;1346;2;1,674418605;1,023255814;0;12;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49292;2500054851;12;2500054885;13;103;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49291;2500054851;11;2500054885;12;2643;3;0,837209302;0,511627907;0;6;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49290;2500054851;10;2500054885;11;208;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49289;2500054851;9;2500054885;10;2723;1;2,776744186;1,696899225;0;19,9;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49288;2500054851;8;2500054885;9;208;2;2,790697674;1,705426357;0;20;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49287;2500054851;7;2500054885;8;210;1;1,534883721;0,937984496;0;11;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49286;2500054851;6;2500054885;7;204;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49285;2500054851;5;2500054885;6;488;1;2,358139535;1,441085271;0;16,9;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49284;2500054851;4;2500054885;5;510;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49283;2500054851;3;2500054885;4;208;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49282;2500054851;2;2500054885;3;209;2;2,511627907;1,534883721;0;18;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49281;2500054851;1;2500054885;2;494;1;3,055813953;1,86744186;0;21,9;NULL;13/07/2025 18:47;MESERO;13/07/2025 0:00
49280;2500054807;4;2500054850;6;2080;1;2,790697674;1,705426357;0;20;NULL;13/07/2025 17:54;MESERO;13/07/2025 0:00
49279;2500054807;3;2500054850;5;208;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 17:54;MESERO;13/07/2025 0:00
49278;2500054807;2;2500054850;4;2492;1;2,637209302;1,611627907;0;18,9;NULL;13/07/2025 17:54;MESERO;13/07/2025 0:00
49277;2500054807;1;2500054850;3;495;1;2,23255814;1,364341085;0;16;NULL;13/07/2025 17:54;MESERO;13/07/2025 0:00
49276;2500054807;4;2500054831;5;2133;1;2,497674419;1,526356589;0;17,9;NULL;13/07/2025 17:03;MESERO;13/07/2025 0:00
49275;2500054778;1;2500054787;2;1405;1;4,88372093;2,984496124;0;35;NULL;13/07/2025 15:25;MESERO;13/07/2025 0:00
49274;2500054760;3;2500054785;4;1507;1;1,813953488;1,108527132;0;13;NULL;13/07/2025 15:24;MESERO;13/07/2025 0:00
49273;2500054720;10;2500054744;11;2641;1;0,279069767;0,170542636;0;2;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49272;2500054720;9;2500054744;10;1585;1;1,8;1,1;0;12,9;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49271;2500054720;8;2500054744;9;262;1;3,627906977;2,217054264;0;26;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49270;2500054720;7;2500054744;8;1268;1;2,093023256;1,279069767;0;15;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49269;2500054720;6;2500054744;7;1466;1;2,511627907;1,534883721;0;18;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49268;2500054720;5;2500054744;6;1468;1;1,674418605;1,023255814;0;12;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49267;2500054720;4;2500054744;5;376;1;3,627906977;2,217054264;0;26;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49266;2500054720;3;2500054744;4;208;1;1,395348837;0,852713178;0;10;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49265;2500054720;2;2500054744;3;2299;1;3,069767442;1,875968992;0;22;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49264;2500054720;1;2500054744;2;1731;1;1,534883721;0,937984496;0;11;NULL;13/07/2025 13:04;MESERO;13/07/2025 0:00
49263;2500054674;4;2500054683;5;1468;1;1,674418605;1,023255814;0;12;NULL;12/07/2025 22:09;MESERO;12/07/2025 0:00
49262;2500054674;3;2500054683;4;1268;1;2,093023256;1,279069767;0;15;NULL;12/07/2025 22:09;MESERO;12/07/2025 0:00
49261;2500054674;2;2500054683;3;262;1;3,627906977;2,217054264;0;26;NULL;12/07/2025 22:09;MESERO;12/07/2025 0:00
49260;2500054674;1;2500054683;2;1466;1;2,511627907;1,534883721;0;18;NULL;12/07/2025 22:09;MESERO;12/07/2025 0:00
49259;2500054648;4;2500054651;5;1774;1;2,358139535;1,441085271;0;16,9;NULL;12/07/2025 20:11;MESERO;12/07/2025 0:00
49258;2500054612;2;2500054624;3;1731;1;1,534883721;0,937984496;0;11;NULL;12/07/2025 18:55;MESERO;12/07/2025 0:00
49257;2500054612;1;2500054624;2;2062;1;1,674418605;1,023255814;0;12;NULL;12/07/2025 18:55;MESERO;12/07/2025 0:00
49256;2500054590;1;2500054607;2;2237;1;4,88372093;2,984496124;0;35;NULL;12/07/2025 18:07;MESERO;12/07/2025 0:00
49255;2500054594;2;2500054602;3;199;1;2,358139535;1,441085271;0;16,9;NULL;12/07/2025 17:59;MESERO;12/07/2025 0:00
49254;2500054594;1;2500054602;2;95;1;2,358139535;1,441085271;0;16,9;NULL;12/07/2025 17:59;MESERO;12/07/2025 0:00
49253;2500054589;5;2500054601;6;401;1;2,358139535;1,441085271;0;16,9;NULL;12/07/2025 17:57;MESERO;12/07/2025 0:00
49252;2500054589;4;2500054601;5;232;1;2,358139535;1,441085271;0;16,9;NULL;12/07/2025 17:57;MESERO;12/07/2025 0:00
49251;2500054272;1;2500054229;5;148;1;1,395348837;0,852713178;0;10;NULL;11/07/2025 16:44;MESERO;11/07/2025 0:00
49250;2500054221;2;2500054229;3;468;1;4,465116279;2,728682171;0;32;NULL;11/07/2025 15:28;MESERO;11/07/2025 0:00
49249;2500054121;3;2500054155;4;1898;1;3,474418605;2,123255814;0;24,9;NULL;11/07/2025 13:22;MESERO;11/07/2025 0:00
49248;2500054106;2;2500054107;3;2379;1;1,395348837;0,852713178;0;10;NULL;11/07/2025 10:45;MESERO;11/07/2025 0:00
49247;2500053943;2;2500053906;3;207;1;1,395348837;0,852713178;0;10;NULL;10/07/2025 18:03;MESERO;10/07/2025 0:00
49246;2500053943;1;2500053906;2;2418;1;2,358139535;1,441085271;0;16,9;NULL;10/07/2025 18:03;MESERO;10/07/2025 0:00
49245;2500053902;4;2500053905;5;2294;1;1,813953488;1,108527132;0;13;NULL;10/07/2025 16:33;MESERO;10/07/2025 0:00
49244;2500053868;8;2500053872;9;2527;1;1,255813953;0,76744186;0;9;NULL;10/07/2025 15:17;MESERO;10/07/2025 0:00
49243;2500053868;4;2500053872;5;208;1;1,395348837;0,852713178;0;10;NULL;10/07/2025 15:17;MESERO;10/07/2025 0:00
49242;2500053868;1;2500053872;2;254;3;7,534883721;4,604651163;0;54;NULL;10/07/2025 15:17;MESERO;10/07/2025 0:00
49241;2500053827;3;2500053830;4;1514;1;1,11627907;0,682170543;0;8;NULL;10/07/2025 13:47;MESERO;10/07/2025 0:00
49240;2500053780;1;2500053811;2;1897;1;2,776744186;1,696899225;0;19,9;NULL;10/07/2025 13:17;MESERO;10/07/2025 0:00
49239;2500053773;4;2500053797;5;215;1;1,255813953;0,76744186;0;9;NULL;10/07/2025 12:48;MESERO;10/07/2025 0:00
49238;2500053773;2;2500053797;3;210;1;1,534883721;0,937984496;0;11;NULL;10/07/2025 12:48;MESERO;10/07/2025 0:00
49237;2500053754;1;2500053796;2;544;1;3,488372093;2,131782946;0;25;NULL;10/07/2025 12:44;MESERO;10/07/2025 0:00
49236;2500053785;1;2500053786;2;1405;1;4,88372093;2,984496124;0;35;NULL;10/07/2025 12:04;MESERO;10/07/2025 0:00
49235;2500053743;1;2500053614;2;1897;3;9,16744186;5,602325581;0;65,7;NULL;10/07/2025 10:07;MESERO;10/07/2025 0:00
49234;2500053671;1;2500053685;2;213;1;1,255813953;0,76744186;0;9;NULL;09/07/2025 20:42;MESERO;09/07/2025 0:00
49233;2500053632;2;2500053661;3;360;1;3,069767442;1,875968992;0;22;NULL;09/07/2025 19:38;MESERO;09/07/2025 0:00
49232;2500053632;1;2500053661;2;2582;1;1,395348837;0,852713178;0;10;NULL;09/07/2025 19:38;MESERO;09/07/2025 0:00
49231;2500053499;2;2500053610;3;1898;1;3,474418605;2,123255814;0;24,9;NULL;09/07/2025 17:39;MESERO;09/07/2025 0:00
49230;2500053576;4;2500053589;5;121;1;3,474418605;2,123255814;0;24,9;NULL;09/07/2025 17:02;MESERO;09/07/2025 0:00
49229;2500053481;2;2500053499;3;1349;1;0,837209302;0,511627907;0;6;NULL;09/07/2025 13:04;MESERO;09/07/2025 0:00
49228;2500053481;1;2500053499;2;1898;1;3,474418605;2,123255814;0;24,9;NULL;09/07/2025 13:04;MESERO;09/07/2025 0:00
49227;2500053471;2;2500053497;3;2612;1;1,674418605;1,023255814;0;12;NULL;09/07/2025 12:59;MESERO;09/07/2025 0:00
49226;2500053439;1;2500053440;4;1897;1;2,776744186;1,696899225;0;19,9;NULL;09/07/2025 8:46;MESERO;09/07/2025 0:00
49225;2500053418;2;2500053420;3;2723;1;2,776744186;1,696899225;0;19,9;NULL;08/07/2025 21:33;MESERO;08/07/2025 0:00
49224;2500053329;3;2500053351;4;344;1;4,311627907;2,634883721;0;30,9;NULL;08/07/2025 17:51;MESERO;08/07/2025 0:00
49223;2500053329;1;2500053351;2;1919;2;6,948837209;4,246511628;0;49,8;NULL;08/07/2025 17:51;MESERO;08/07/2025 0:00
49222;2500053351;2;2500053329;7;2384;1;2,358139535;1,441085271;0;16,9;NULL;08/07/2025 17:44;MESERO;08/07/2025 0:00
49221;2500053351;1;2500053329;6;2419;1;2,358139535;1,441085271;0;16,9;NULL;08/07/2025 17:44;MESERO;08/07/2025 0:00
49220;2500053347;2;2500053350;3;261;1;3,348837209;2,046511628;0;24;NULL;08/07/2025 17:41;MESERO;08/07/2025 0:00
49219;2500053320;1;2500053339;2;2513;1;2,511627907;1,534883721;0;18;NULL;08/07/2025 17:21;MESERO;08/07/2025 0:00
49218;2500053323;7;2500053336;8;1270;1;2,093023256;1,279069767;0;15;NULL;08/07/2025 17:15;MESERO;08/07/2025 0:00
49217;2500053323;6;2500053336;7;197;1;2,511627907;1,534883721;0;18;NULL;08/07/2025 17:15;MESERO;08/07/2025 0:00
49216;2500053323;5;2500053336;6;1839;1;3,348837209;2,046511628;0;24;NULL;08/07/2025 17:15;MESERO;08/07/2025 0:00
49215;2500053323;4;2500053336;5;198;1;2,358139535;1,441085271;0;16,9;NULL;08/07/2025 17:15;MESERO;08/07/2025 0:00
49214;2500053207;3;2500053219;4;544;1;3,488372093;2,131782946;0;25;NULL;08/07/2025 11:48;MESERO;08/07/2025 0:00
49213;2500053207;2;2500053219;3;208;1;1,395348837;0,852713178;0;10;NULL;08/07/2025 11:48;MESERO;08/07/2025 0:00
49212;2500053207;1;2500053219;2;208;1;1,395348837;0,852713178;0;10;NULL;08/07/2025 11:48;MESERO;08/07/2025 0:00
49211;2500053171;4;2500053179;5;262;1;3,627906977;2,217054264;0;26;NULL;08/07/2025 9:09;MESERO;08/07/2025 0:00
49210;2500053171;3;2500053179;4;1466;1;2,511627907;1,534883721;0;18;NULL;08/07/2025 9:09;MESERO;08/07/2025 0:00
49209;2500053171;2;2500053179;3;1735;1;1,674418605;1,023255814;0;12;NULL;08/07/2025 9:09;MESERO;08/07/2025 0:00
49208;2500053171;1;2500053179;2;1731;1;1,534883721;0,937984496;0;11;NULL;08/07/2025 9:09;MESERO;08/07/2025 0:00
49207;2500053081;5;2500053147;6;2288;1;3,627906977;2,217054264;0;26;NULL;07/07/2025 20:09;MESERO;07/07/2025 0:00
49206;2500053081;2;2500053147;3;208;1;1,395348837;0,852713178;0;10;NULL;07/07/2025 20:09;MESERO;07/07/2025 0:00
49205;2500053038;2;2500053046;3;564;1;7,381395349;4,510852713;0;52,9;NULL;07/07/2025 15:43;MESERO;07/07/2025 0:00
49204;2500052973;2;2500052898;4;2786;1;4,172093023;2,549612403;0;29,9;NULL;07/07/2025 14:34;MESERO;07/07/2025 0:00
49203;2500052979;2;2500053012;3;296;5;5,511627907;3,368217054;0;39,5;NULL;07/07/2025 14:09;MESERO;07/07/2025 0:00
49202;2500052979;1;2500053012;2;1898;7;24,32093023;14,8627907;0;174,3;NULL;07/07/2025 14:09;MESERO;07/07/2025 0:00
49201;2500052984;3;2500052977;4;544;1;3,488372093;2,131782946;0;25;NULL;07/07/2025 13:56;MESERO;07/07/2025 0:00
49200;2500052984;2;2500052977;3;1898;1;3,474418605;2,123255814;0;24,9;NULL;07/07/2025 13:56;MESERO;07/07/2025 0:00
49199;2500052984;1;2500052977;2;644;1;3,069767442;1,875968992;0;22;NULL;07/07/2025 13:56;MESERO;07/07/2025 0:00
49198;2500052975;2;2500052998;3;1405;1;4,88372093;2,984496124;0;35;NULL;07/07/2025 13:38;MESERO;07/07/2025 0:00
49197;2500052975;1;2500052998;2;1898;2;6,948837209;4,246511628;0;49,8;NULL;07/07/2025 13:38;MESERO;07/07/2025 0:00
49196;2500052915;1;2500052922;3;1897;1;2,776744186;1,696899225;0;19,9;NULL;07/07/2025 10:17;MESERO;07/07/2025 0:00
49195;2500052902;2;2500052906;3;181;2;4,465116279;2,728682171;0;32;NULL;07/07/2025 9:25;MESERO;07/07/2025 0:00
49194;2500052873;4;2500052878;5;1838;1;1,255813953;0,76744186;0;9;NULL;06/07/2025 21:56;MESERO;06/07/2025 0:00
49193;2500052873;3;2500052878;4;233;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 21:56;MESERO;06/07/2025 0:00
49192;2500052873;2;2500052878;3;2068;1;1,674418605;1,023255814;0;12;NULL;06/07/2025 21:56;MESERO;06/07/2025 0:00
49191;2500052873;1;2500052878;2;2513;1;2,511627907;1,534883721;0;18;NULL;06/07/2025 21:56;MESERO;06/07/2025 0:00
49190;2500052833;1;2500052850;2;208;1;1,395348837;0,852713178;0;10;NULL;06/07/2025 19:57;MESERO;06/07/2025 0:00
49189;2500052833;9;2500052830;17;208;1;1,395348837;0,852713178;0;10;NULL;06/07/2025 19:56;MESERO;06/07/2025 0:00
49188;2500052784;2;2500052817;3;232;2;4,71627907;2,882170543;0;33,8;NULL;06/07/2025 18:40;MESERO;06/07/2025 0:00
49187;2500052784;10;2500052809;11;249;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49186;2500052784;7;2500052809;8;233;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49185;2500052784;6;2500052809;7;100;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49184;2500052784;4;2500052809;5;401;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49183;2500052784;3;2500052809;4;1468;1;1,674418605;1,023255814;0;12;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49182;2500052784;2;2500052809;3;1731;2;3,069767442;1,875968992;0;22;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49181;2500052784;1;2500052809;2;210;1;1,534883721;0,937984496;0;11;NULL;06/07/2025 18:14;MESERO;06/07/2025 0:00
49180;2500052784;8;2500052783;12;249;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 18:04;MESERO;06/07/2025 0:00
49179;2500052773;4;2500052791;5;145;1;1,255813953;0,76744186;0;9;NULL;06/07/2025 17:48;MESERO;06/07/2025 0:00
49178;2500052773;3;2500052791;4;1468;1;1,674418605;1,023255814;0;12;NULL;06/07/2025 17:48;MESERO;06/07/2025 0:00
49177;2500052773;2;2500052791;3;180;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 17:48;MESERO;06/07/2025 0:00
49176;2500052773;1;2500052791;2;2505;1;2,093023256;1,279069767;0;15;NULL;06/07/2025 17:48;MESERO;06/07/2025 0:00
49175;2500052784;9;2500052790;10;103;1;1,395348837;0,852713178;0;10;NULL;06/07/2025 17:48;MESERO;06/07/2025 0:00
49174;2500052706;8;2500052729;9;93;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 16:04;MESERO;06/07/2025 0:00
49173;2500052709;1;2500052720;2;232;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 15:48;MESERO;06/07/2025 0:00
49172;2500052673;9;2500052656;10;1898;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 13:57;MESERO;06/07/2025 0:00
49171;2500052673;8;2500052656;9;232;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 13:57;MESERO;06/07/2025 0:00
49170;2500052673;2;2500052656;3;1898;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 13:57;MESERO;06/07/2025 0:00
49169;2500052656;6;2500052673;9;1898;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 13:56;MESERO;06/07/2025 0:00
49168;2500052656;5;2500052673;8;232;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 13:56;MESERO;06/07/2025 0:00
49167;2500052656;1;2500052673;2;1898;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 13:56;MESERO;06/07/2025 0:00
49166;2500052673;4;2500052656;6;1898;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 13:56;MESERO;06/07/2025 0:00
49165;2500052673;3;2500052656;5;232;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 13:56;MESERO;06/07/2025 0:00
49164;2500052656;3;2500052673;4;1898;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 13:55;MESERO;06/07/2025 0:00
49163;2500052656;2;2500052673;3;232;1;2,358139535;1,441085271;0;16,9;NULL;06/07/2025 13:55;MESERO;06/07/2025 0:00
49162;2500052634;3;2500052641;4;1948;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 12:41;MESERO;06/07/2025 0:00
49161;2500052634;2;2500052641;3;1949;1;3,474418605;2,123255814;0;24,9;NULL;06/07/2025 12:41;MESERO;06/07/2025 0:00
49160;2500052577;3;2500052588;4;261;1;3,348837209;2,046511628;0;24;NULL;05/07/2025 22:37;MESERO;05/07/2025 0:00
49159;2500052488;3;2500052491;4;2384;1;2,358139535;1,441085271;0;16,9;NULL;05/07/2025 17:16;MESERO;05/07/2025 0:00
49158;2500052488;2;2500052491;3;2416;1;2,358139535;1,441085271;0;16,9;NULL;05/07/2025 17:16;MESERO;05/07/2025 0:00
49157;2500052488;1;2500052491;2;1349;1;0,837209302;0,511627907;0;6;NULL;05/07/2025 17:16;MESERO;05/07/2025 0:00
49156;2500052353;3;2500052369;4;544;1;3,488372093;2,131782946;0;25;NULL;05/07/2025 11:45;MESERO;05/07/2025 0:00
49155;2500052353;1;2500052358;2;208;1;1,395348837;0,852713178;0;10;NULL;05/07/2025 11:00;MESERO;05/07/2025 0:00
49154;2500052341;7;2500052348;8;1948;1;3,474418605;2,123255814;0;24,9;NULL;05/07/2025 10:24;MESERO;05/07/2025 0:00
49153;2500052341;6;2500052348;7;121;1;3,474418605;2,123255814;0;24,9;NULL;05/07/2025 10:24;MESERO;05/07/2025 0:00
49152;2500052341;5;2500052348;6;468;1;4,465116279;2,728682171;0;32;NULL;05/07/2025 10:24;MESERO;05/07/2025 0:00
49151;2500052341;4;2500052348;5;468;1;4,465116279;2,728682171;0;32;NULL;05/07/2025 10:24;MESERO;05/07/2025 0:00
49150;2500052321;4;2500052327;5;494;1;3,055813953;1,86744186;0;21,9;NULL;05/07/2025 8:44;MESERO;05/07/2025 0:00
49149;2500052323;1;2500052324;2;1897;1;2,776744186;1,696899225;0;19,9;NULL;05/07/2025 8:27;MESERO;05/07/2025 0:00
49148;2500051987;4;2500051999;8;208;1;1,395348837;0,852713178;0;10;NULL;04/07/2025 9:10;MESERO;04/07/2025 0:00
49147;2500051987;3;2500051999;7;376;1;3,627906977;2,217054264;0;26;NULL;04/07/2025 9:10;MESERO;04/07/2025 0:00
49146;2500051987;2;2500051999;6;215;1;1,255813953;0,76744186;0;9;NULL;04/07/2025 9:10;MESERO;04/07/2025 0:00
49145;2500051987;1;2500051999;5;245;1;2,358139535;1,441085271;0;16,9;NULL;04/07/2025 9:10;MESERO;04/07/2025 0:00
49144;2500051956;1;2500051959;2;96;1;2,358139535;1,441085271;0;16,9;NULL;03/07/2025 21:27;MESERO;03/07/2025 0:00
49143;2500051915;5;2500051938;6;210;1;1,395348837;0,852713178;0;10;NULL;03/07/2025 20:25;MESERO;03/07/2025 0:00
49142;2500051915;4;2500051938;5;2505;1;2,093023256;1,279069767;0;15;NULL;03/07/2025 20:25;MESERO;03/07/2025 0:00
49141;2500051915;3;2500051938;4;1349;1;0,837209302;0,511627907;0;6;NULL;03/07/2025 20:25;MESERO;03/07/2025 0:00
49140;2500051915;2;2500051938;3;494;1;3,055813953;1,86744186;0;21,9;NULL;03/07/2025 20:25;MESERO;03/07/2025 0:00
49139;2500051915;1;2500051938;2;197;1;2,511627907;1,534883721;0;18;NULL;03/07/2025 20:25;MESERO;03/07/2025 0:00
49138;2500051887;4;2500051901;5;488;1;2,358139535;1,441085271;0;16,9;NULL;03/07/2025 18:59;MESERO;03/07/2025 0:00
49137;2500051887;3;2500051901;4;93;1;2,358139535;1,441085271;0;16,9;NULL;03/07/2025 18:59;MESERO;03/07/2025 0:00
49136;2500051887;2;2500051901;3;143;1;1,395348837;0,852713178;0;10;NULL;03/07/2025 18:59;MESERO;03/07/2025 0:00
49135;2500051887;1;2500051901;2;208;1;1,255813953;0,76744186;0;9;NULL;03/07/2025 18:59;MESERO;03/07/2025 0:00
49134;2500051786;1;2500051783;6;2587;1;1,395348837;0,852713178;0;10;NULL;03/07/2025 16:10;MESERO;03/07/2025 0:00
49133;2500051692;1;2500049672;6;208;1;1,255813953;0,76744186;0;9;NULL;03/07/2025 12:03;MESERO;03/07/2025 0:00
49132;2500051659;11;2500051667;12;2723;1;2,776744186;1,696899225;0;19,9;NULL;03/07/2025 9:34;RRIVAS;03/07/2025 0:00
49131;2500051659;4;2500051667;5;2493;1;2,637209302;1,611627907;0;18,9;NULL;03/07/2025 9:34;RRIVAS;03/07/2025 0:00
49130;2500051659;3;2500051667;4;2489;1;2,079069767;1,270542636;0;14,9;NULL;03/07/2025 9:34;RRIVAS;03/07/2025 0:00
49129;2500051659;2;2500051667;3;2715;1;3,055813953;1,86744186;0;21,9;NULL;03/07/2025 9:34;RRIVAS;03/07/2025 0:00
49128;2500051659;1;2500051667;2;2716;1;3,055813953;1,86744186;0;21,9;NULL;03/07/2025 9:34;RRIVAS;03/07/2025 0:00
