nCorrelativo;tPedidoIni;tItemIni;tPedidoFin;tItemFin;tProducto;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tTurno;fRegistro;tUsuario;fDiaContable
47679;2500000569;2;2500000582;5;296;3;3,401574803;1,700787402;0;24;NULL;03/01/2025 13:55;MESERO;03/01/2025 0:00
47678;2500000569;1;2500000582;4;1898;3;10,58740157;5,293700787;0;74,7;NULL;03/01/2025 13:55;MESERO;03/01/2025 0:00
47677;2500000573;2;2500000572;6;2059;1;0,42519685;0,212598425;0;3;NULL;03/01/2025 13:47;MESERO;03/01/2025 0:00
47676;2500000524;1;2500000538;2;210;1;1,417322835;0,708661417;0;10;NULL;03/01/2025 11:07;PCACERES;03/01/2025 0:00
47675;2500000378;3;2500000483;4;1898;2;7,058267717;3,529133858;0;49,8;NULL;02/01/2025 21:10;MESERO;02/01/2025 0:00
47674;2500000434;3;2500000436;15;208;1;1,275590551;0,637795276;0;9;NULL;02/01/2025 18:38;MESERO;02/01/2025 0:00
47673;2500000362;1;2500000364;2;461;1;1,275590551;0,637795276;0;9;NULL;02/01/2025 12:57;MESERO;02/01/2025 0:00
47672;2500000217;6;2500000235;7;198;1;2,395275591;1,197637795;0;16,9;NULL;01/01/2025 19:07;MESERO;01/01/2025 0:00
47671;2500000194;4;2500000232;5;208;1;1,275590551;0,637795276;0;9;NULL;01/01/2025 19:00;MESERO;01/01/2025 0:00
47670;2500000040;3;2500000051;4;2077;1;1,559055118;0,779527559;0;11;NULL;01/01/2025 14:24;MESERO;01/01/2025 0:00
47669;2500000040;2;2500000051;3;201;1;2,395275591;1,197637795;0;16,9;NULL;01/01/2025 14:24;MESERO;01/01/2025 0:00
47668;2500000010;5;2500000032;6;307;1;3,68503937;1,842519685;0;26;NULL;01/01/2025 13:34;MESERO;01/01/2025 0:00
47667;2500000010;2;2500000032;3;197;1;2,551181102;1,275590551;0;18;NULL;01/01/2025 13:34;MESERO;01/01/2025 0:00
47666;2400105420;2;2400105451;3;180;1;3,529133858;1,764566929;0;24,9;NULL;31/12/2024 15:39;MESERO;31/12/2024 0:00
47665;2400105317;4;2400105330;5;1803;1;1,062992126;0,531496063;0;7,5;NULL;31/12/2024 9:39;MESERO;31/12/2024 0:00
47664;2400105317;3;2400105330;4;1966;1;1,796456693;0,898228346;0;12,675;NULL;31/12/2024 9:39;MESERO;31/12/2024 0:00
47663;2400105317;2;2400105330;3;376;1;2,763779528;1,381889764;0;19,5;NULL;31/12/2024 9:39;MESERO;31/12/2024 0:00
47662;2400105317;1;2400105330;2;1803;2;2,125984252;1,062992126;0;15;NULL;31/12/2024 9:39;MESERO;31/12/2024 0:00
47661;2400104198;4;2400105301;5;2376;4;28,28976378;14,14488189;0;199,6;NULL;30/12/2024 21:27;MESERO;30/12/2024 0:00
47660;2400104198;3;2400105301;4;1496;1;14,15905512;7,079527559;0;99,9;NULL;30/12/2024 21:27;MESERO;30/12/2024 0:00
47659;2400104198;2;2400105301;3;320;1;14,15905512;7,079527559;0;99,9;NULL;30/12/2024 21:27;MESERO;30/12/2024 0:00
47658;2400104198;1;2400105301;2;367;1;14,15905512;7,079527559;0;99,9;NULL;30/12/2024 21:27;MESERO;30/12/2024 0:00
47657;2400105274;5;2400105279;6;1735;1;1,700787402;0,850393701;0;12;NULL;30/12/2024 19:59;MESERO;30/12/2024 0:00
47656;2400105265;5;2400105266;6;1519;2;3,968503937;1,984251969;0;28;NULL;30/12/2024 19:36;MESERO;30/12/2024 0:00
47655;2400105265;4;2400105266;5;208;1;1,275590551;0,637795276;0;9;NULL;30/12/2024 19:36;MESERO;30/12/2024 0:00
47654;2400105265;3;2400105266;4;488;1;2,267716535;1,133858268;0;16;NULL;30/12/2024 19:36;MESERO;30/12/2024 0:00
47653;2400105265;2;2400105266;3;233;1;2,267716535;1,133858268;0;16;NULL;30/12/2024 19:36;MESERO;30/12/2024 0:00
47652;2400105265;1;2400105266;2;397;1;2,267716535;1,133858268;0;16;NULL;30/12/2024 19:36;MESERO;30/12/2024 0:00
47651;2400105245;3;2400105094;4;121;1;2,646850394;1,323425197;0;18,675;NULL;30/12/2024 19:12;MESERO;30/12/2024 0:00
47650;2400105245;1;2400105094;2;1930;2;14,66929134;7,334645669;0;103,5;NULL;30/12/2024 19:12;MESERO;30/12/2024 0:00
47649;2400105094;1;2400105245;6;1731;1;1,062992126;0,531496063;0;7,5;NULL;30/12/2024 19:11;MESERO;30/12/2024 0:00
47648;2400105097;1;2400105105;2;208;1;1,275590551;0,637795276;0;9;NULL;30/12/2024 10:11;MESERO;30/12/2024 0:00
47647;2400104274;1;2400102619;4;143;1;1,417322835;0,708661417;0;10;NULL;29/12/2024 16:07;MESERO;29/12/2024 0:00
47646;2400104618;2;2400104636;3;1349;1;0,850393701;0,42519685;0;6;NULL;27/12/2024 19:12;MESERO;27/12/2024 0:00
47645;2400104618;1;2400104636;2;1346;1;0,850393701;0,42519685;0;6;NULL;27/12/2024 19:12;MESERO;27/12/2024 0:00
47644;2400104609;3;2400104611;4;2348;1;1,42E-06;7,09E-07;0;1,00E-05;NULL;27/12/2024 18:20;MESERO;27/12/2024 0:00
47643;2400104609;2;2400104611;3;488;1;2,267716535;1,133858268;0;16;NULL;27/12/2024 18:20;MESERO;27/12/2024 0:00
47642;2400104609;1;2400104611;2;232;1;2,267716535;1,133858268;0;16;NULL;27/12/2024 18:20;MESERO;27/12/2024 0:00
47641;2400104595;3;2400104608;4;96;1;2,267716535;1,133858268;0;16;NULL;27/12/2024 18:14;MESERO;27/12/2024 0:00
47640;2400104595;1;2400104608;2;1965;1;3,68503937;1,842519685;0;26;NULL;27/12/2024 18:14;MESERO;27/12/2024 0:00
47639;2400104599;5;2400104603;6;180;1;3,401574803;1,700787402;0;24;NULL;27/12/2024 18:06;MESERO;27/12/2024 0:00
47638;2400104599;4;2400104603;5;1269;1;2,125984252;1,062992126;0;15;NULL;27/12/2024 18:06;MESERO;27/12/2024 0:00
47637;2400104436;1;2400104471;2;1897;1;2,820472441;1,41023622;0;19,9;NULL;27/12/2024 11:15;MESERO;27/12/2024 0:00
47636;2400104384;10;2400104393;11;1369;1;2,267716535;1,133858268;0;16;NULL;26/12/2024 21:16;MESERO;26/12/2024 0:00
47635;2400104384;9;2400104393;10;198;1;2,267716535;1,133858268;0;16;NULL;26/12/2024 21:16;MESERO;26/12/2024 0:00
47634;2400104384;8;2400104393;9;93;1;2,267716535;1,133858268;0;16;NULL;26/12/2024 21:16;MESERO;26/12/2024 0:00
47633;2400104281;3;2400104290;4;1731;2;2,834645669;1,417322835;0;20;NULL;26/12/2024 14:50;MESERO;26/12/2024 0:00
47632;2400104281;2;2400104290;3;145;1;1,133858268;0,566929134;0;8;NULL;26/12/2024 14:50;MESERO;26/12/2024 0:00
47631;2400104281;1;2400104290;2;1930;1;9,779527559;4,88976378;0;69;NULL;26/12/2024 14:50;MESERO;26/12/2024 0:00
47630;2400104211;1;2400104213;4;211;1;1,275590551;0,637795276;0;9;NULL;26/12/2024 11:20;MESERO;26/12/2024 0:00
47629;2400104040;1;2400104038;5;93;1;2,267716535;1,133858268;0;16;NULL;25/12/2024 18:01;MESERO;25/12/2024 0:00
47628;2400103435;2;2400103436;3;1405;1;4,535433071;2,267716535;0;32;NULL;24/12/2024 12:06;MESERO;24/12/2024 0:00
47627;2400103187;12;2400103209;13;1270;1;2,125984252;1,062992126;0;15;NULL;23/12/2024 21:02;MESERO;23/12/2024 0:00
47626;2400103187;10;2400103209;11;1969;2;2,551181102;1,275590551;0;18;NULL;23/12/2024 21:02;MESERO;23/12/2024 0:00
47625;2400103187;9;2400103209;10;1840;1;3,401574803;1,700787402;0;24;NULL;23/12/2024 21:02;MESERO;23/12/2024 0:00
47624;2400103036;1;2400103038;6;209;1;1,133858268;0,566929134;0;8;NULL;23/12/2024 16:32;MESERO;23/12/2024 0:00
47623;2400103036;3;2400103038;4;1534;1;4,535433071;2,267716535;0;32;NULL;23/12/2024 16:32;MESERO;23/12/2024 0:00
47622;2400102784;2;2400102785;3;1933;1;6,377952756;3,188976378;0;45;NULL;23/12/2024 8:59;MESERO;23/12/2024 0:00
47621;2400102692;1;2400102708;2;2294;1;1,842519685;0,921259843;0;13;NULL;22/12/2024 20:15;MESERO;22/12/2024 0:00
47620;2400102601;1;2400102602;3;201;1;2,267716535;1,133858268;0;16;NULL;22/12/2024 16:55;MESERO;22/12/2024 0:00
47619;2400102580;5;2400102598;6;260;1;2,267716535;1,133858268;0;16;NULL;22/12/2024 16:52;MESERO;22/12/2024 0:00
47618;2400102109;2;2400102108;4;143;1;1,417322835;0,708661417;0;10;NULL;21/12/2024 10:36;MESERO;21/12/2024 0:00
47617;2400101967;1;2400101983;2;1921;1;11,32440945;5,662204724;0;79,9;NULL;20/12/2024 19:21;MESERO;20/12/2024 0:00
47616;2400101917;5;2400101938;6;1966;1;1,984251969;0,992125984;0;14;NULL;20/12/2024 17:34;MESERO;20/12/2024 0:00
47615;2400101646;1;2400101190;11;208;3;3,826771654;1,913385827;0;27;NULL;20/12/2024 13:50;EPEREZ;20/12/2024 0:00
47614;2400101754;3;2400101758;4;2371;1;1,133858268;0,566929134;0;8;NULL;20/12/2024 12:29;MESERO;20/12/2024 0:00
47613;2400101646;2;2400101708;3;376;1;3,68503937;1,842519685;0;26;NULL;20/12/2024 11:04;MESERO;20/12/2024 0:00
47612;2400101579;22;2400101605;23;215;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:55;MESERO;19/12/2024 0:00
47611;2400101579;21;2400101604;22;366;2;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:53;MESERO;19/12/2024 0:00
47610;2400101579;25;2400101603;26;360;1;3,118110236;1,559055118;0;22;NULL;19/12/2024 21:52;MESERO;19/12/2024 0:00
47609;2400101579;24;2400101603;25;2294;1;1,842519685;0,921259843;0;13;NULL;19/12/2024 21:52;MESERO;19/12/2024 0:00
47608;2400101579;23;2400101602;24;1650;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:50;MESERO;19/12/2024 0:00
47607;2400101579;6;2400101602;7;1650;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:50;MESERO;19/12/2024 0:00
47606;2400101579;5;2400101602;6;1520;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:50;MESERO;19/12/2024 0:00
47605;2400101579;27;2400101601;28;254;1;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:49;MESERO;19/12/2024 0:00
47604;2400101579;4;2400101601;5;143;1;1,417322835;0,708661417;0;10;NULL;19/12/2024 21:49;MESERO;19/12/2024 0:00
47603;2400101579;3;2400101601;4;213;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:49;MESERO;19/12/2024 0:00
47602;2400101579;26;2400101600;27;254;1;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:47;MESERO;19/12/2024 0:00
47601;2400101579;2;2400101600;3;143;1;1,417322835;0,708661417;0;10;NULL;19/12/2024 21:47;MESERO;19/12/2024 0:00
47600;2400101579;1;2400101600;2;213;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:47;MESERO;19/12/2024 0:00
47599;2400101579;19;2400101597;20;245;1;2,267716535;1,133858268;0;16;NULL;19/12/2024 21:44;MESERO;19/12/2024 0:00
47598;2400101579;18;2400101597;19;213;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:44;MESERO;19/12/2024 0:00
47597;2400101579;8;2400101597;9;254;1;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:44;MESERO;19/12/2024 0:00
47596;2400101579;7;2400101597;8;213;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 21:44;MESERO;19/12/2024 0:00
47595;2400101579;16;2400101595;17;1466;1;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:40;MESERO;19/12/2024 0:00
47594;2400101579;15;2400101595;16;2294;1;1,842519685;0,921259843;0;13;NULL;19/12/2024 21:40;MESERO;19/12/2024 0:00
47593;2400101579;14;2400101587;16;1466;1;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:35;MESERO;19/12/2024 0:00
47592;2400101579;13;2400101587;15;2294;1;1,842519685;0,921259843;0;13;NULL;19/12/2024 21:35;MESERO;19/12/2024 0:00
47591;2400101579;12;2400101587;14;1466;1;2,551181102;1,275590551;0;18;NULL;19/12/2024 21:35;MESERO;19/12/2024 0:00
47590;2400101579;11;2400101587;13;1468;1;1,700787402;0,850393701;0;12;NULL;19/12/2024 21:35;MESERO;19/12/2024 0:00
47589;2400101579;17;2400101592;18;1732;1;1,700787402;0,850393701;0;12;NULL;19/12/2024 21:30;MESERO;19/12/2024 0:00
47588;2400100787;2;2400101488;4;1616;2;3,656692913;1,828346457;0;25,8;NULL;19/12/2024 18:01;MESERO;19/12/2024 0:00
47587;2400101332;5;2400101338;6;452;1;1,133858268;0,566929134;0;8;NULL;19/12/2024 13:32;MESERO;19/12/2024 0:00
47586;2400101162;3;2400101184;5;208;1;1,275590551;0,637795276;0;9;NULL;19/12/2024 9:20;MESERO;19/12/2024 0:00
47585;2400101047;1;2400101084;8;2288;1;3,68503937;1,842519685;0;26;NULL;18/12/2024 20:31;MESERO;18/12/2024 0:00
47584;2400101093;1;2400101084;6;1534;1;4,535433071;2,267716535;0;32;NULL;18/12/2024 19:54;MESERO;18/12/2024 0:00
47583;2400101067;3;2400101084;4;542;1;1,275590551;0,637795276;0;9;NULL;18/12/2024 19:41;MESERO;18/12/2024 0:00
47582;2400101026;2;2400101056;4;199;3;6,803149606;3,401574803;0;48;NULL;18/12/2024 18:51;MESERO;18/12/2024 0:00
47581;2400100976;3;2400100957;8;206;1;1,275590551;0,637795276;0;9;NULL;18/12/2024 16:49;MESERO;18/12/2024 0:00
47580;2400100934;5;2400100939;8;96;1;2,267716535;1,133858268;0;16;NULL;18/12/2024 16:17;MESERO;18/12/2024 0:00
47579;2400100934;4;2400100939;7;148;2;2,551181102;1,275590551;0;18;NULL;18/12/2024 16:17;MESERO;18/12/2024 0:00
47578;2400100934;2;2400100939;5;1898;1;3,529133858;1,764566929;0;24,9;NULL;18/12/2024 16:17;MESERO;18/12/2024 0:00
47577;2400100934;1;2400100939;4;1898;4;14,11653543;7,058267717;0;99,6;NULL;18/12/2024 16:17;MESERO;18/12/2024 0:00
47576;2400100934;3;2400100957;4;148;1;1,275590551;0,637795276;0;9;NULL;18/12/2024 16:05;MESERO;18/12/2024 0:00
47575;2400099983;4;2400100698;5;307;1;3,68503937;1,842519685;0;26;NULL;17/12/2024 22:28;MESERO;17/12/2024 0:00
47574;2400099983;3;2400100698;4;376;1;3,68503937;1,842519685;0;26;NULL;17/12/2024 22:28;MESERO;17/12/2024 0:00
47573;2400099983;2;2400100698;3;360;1;3,118110236;1,559055118;0;22;NULL;17/12/2024 22:28;MESERO;17/12/2024 0:00
47572;2400099983;1;2400100698;2;644;1;3,118110236;1,559055118;0;22;NULL;17/12/2024 22:28;MESERO;17/12/2024 0:00
47571;2400100654;4;2400100659;5;1774;1;2,267716535;1,133858268;0;16;NULL;17/12/2024 20:28;MESERO;17/12/2024 0:00
47570;2400100173;2;2400100553;3;295;1;0,283464567;0,141732283;0;2;NULL;17/12/2024 16:59;MESERO;17/12/2024 0:00
47569;2400100516;2;2400100519;3;2295;1;1,275590551;0,637795276;0;9;NULL;17/12/2024 16:11;MESERO;17/12/2024 0:00
47568;2400100330;1;2400100338;3;103;1;1,275590551;0,637795276;0;9;NULL;17/12/2024 11:10;MESERO;17/12/2024 0:00
47567;2400100220;21;2400100223;22;2062;2;1,949487446;0,974743723;0;13,75471698;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47566;2400100220;18;2400100223;19;180;1;2,599316595;1,299658297;0;18,33962264;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47565;2400100220;17;2400100223;18;197;2;3,898974892;1,949487446;0;27,50943396;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47564;2400100220;14;2400100223;15;1969;4;3,898974892;1,949487446;0;27,50943396;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47563;2400100220;8;2400100223;9;213;1;0,974743723;0,487371862;0;6,877358491;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47562;2400100220;5;2400100223;6;213;1;0,974743723;0,487371862;0;6,877358491;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47561;2400100220;2;2400100223;3;494;4;8,66438865;4,332194325;0;61,13207547;NULL;16/12/2024 20:52;MESERO;16/12/2024 0:00
47560;2400100121;6;2400100220;21;2062;2;2,551181102;1,275590551;0;18;NULL;16/12/2024 20:50;MESERO;16/12/2024 0:00
47559;2400100121;3;2400100220;18;180;1;3,401574803;1,700787402;0;24;NULL;16/12/2024 20:50;MESERO;16/12/2024 0:00
47558;2400100121;2;2400100220;17;197;2;5,102362205;2,551181102;0;36;NULL;16/12/2024 20:50;MESERO;16/12/2024 0:00
47557;2400100121;5;2400100220;14;1969;4;5,102362205;2,551181102;0;36;NULL;16/12/2024 20:49;MESERO;16/12/2024 0:00
47556;2400100121;7;2400100220;8;213;1;1,275590551;0,637795276;0;9;NULL;16/12/2024 20:49;MESERO;16/12/2024 0:00
47555;2400100121;4;2400100220;5;213;1;1,275590551;0,637795276;0;9;NULL;16/12/2024 20:49;MESERO;16/12/2024 0:00
47554;2400100121;1;2400100220;2;494;4;11,33858268;5,669291339;0;80;NULL;16/12/2024 20:49;MESERO;16/12/2024 0:00
47553;2400100121;9;2400100198;12;180;1;3,401574803;1,700787402;0;24;NULL;16/12/2024 20:47;MESERO;16/12/2024 0:00
47552;2400100121;8;2400100198;11;1732;1;1,700787402;0,850393701;0;12;NULL;16/12/2024 20:47;MESERO;16/12/2024 0:00
47551;2400100000;2;2400100004;3;1898;1;3,529133858;1,764566929;0;24,9;NULL;16/12/2024 13:36;MESERO;16/12/2024 0:00
47550;2400099826;1;2400099820;14;367;1;14,15905512;7,079527559;0;99,9;NULL;15/12/2024 20:26;MESERO;15/12/2024 0:00
47549;2400099759;1;2400099756;5;96;1;2,267716535;1,133858268;0;16;NULL;15/12/2024 18:20;MESERO;15/12/2024 0:00
47548;2400099694;5;2400099695;8;208;1;1,275590551;0,637795276;0;9;NULL;15/12/2024 15:40;MESERO;15/12/2024 0:00
47547;2400099377;9;2400099422;10;1513;1;1,133858268;0,566929134;0;8;NULL;14/12/2024 16:42;MESERO;14/12/2024 0:00
47546;2400099384;3;2400099377;9;1513;1;1,133858268;0,566929134;0;8;NULL;14/12/2024 16:42;MESERO;14/12/2024 0:00
47545;2400099384;2;2400099377;8;2288;1;3,68503937;1,842519685;0;26;NULL;14/12/2024 16:42;MESERO;14/12/2024 0:00
47544;2400099379;1;2400099381;2;1534;1;4,535433071;2,267716535;0;32;NULL;14/12/2024 14:53;MESERO;14/12/2024 0:00
47543;2400099126;17;2400099140;20;93;1;2,267716535;1,133858268;0;16;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47542;2400099126;7;2400099140;10;1349;1;0,850393701;0,42519685;0;6;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47541;2400099126;6;2400099140;9;1346;1;0,850393701;0,42519685;0;6;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47540;2400099126;5;2400099140;8;2348;1;1,42E-06;7,09E-07;0;1,00E-05;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47539;2400099126;4;2400099140;7;198;1;2,267716535;1,133858268;0;16;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47538;2400099126;3;2400099140;6;351;1;1,700787402;0,850393701;0;12;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47537;2400099126;2;2400099140;5;307;1;3,68503937;1,842519685;0;26;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47536;2400099126;1;2400099140;4;1466;1;2,551181102;1,275590551;0;18;NULL;13/12/2024 19:27;MESERO;13/12/2024 0:00
47535;2400099153;1;2400099156;2;1535;1;6,363779528;3,181889764;0;44,9;NULL;13/12/2024 19:00;MESERO;13/12/2024 0:00
47534;2400099126;16;2400099150;17;1351;1;0,977952756;0,488976378;0;6,9;NULL;13/12/2024 18:51;MESERO;13/12/2024 0:00
47533;2400099126;15;2400099150;16;1346;1;0,850393701;0,42519685;0;6;NULL;13/12/2024 18:51;MESERO;13/12/2024 0:00
47532;2400099106;8;2400099126;16;1351;1;0,977952756;0,488976378;0;6,9;NULL;13/12/2024 18:27;MESERO;13/12/2024 0:00
47531;2400099106;7;2400099126;15;1346;1;0,850393701;0,42519685;0;6;NULL;13/12/2024 18:27;MESERO;13/12/2024 0:00
47530;2400099123;1;2400099140;2;86;1;14,15905512;7,079527559;0;99,9;NULL;13/12/2024 18:23;MESERO;13/12/2024 0:00
47529;2400099012;5;2400099046;6;1898;1;3,529133858;1,764566929;0;24,9;NULL;13/12/2024 15:14;MESERO;13/12/2024 0:00
47528;2400099001;3;2400099012;5;1898;1;3,529133858;1,764566929;0;24,9;NULL;13/12/2024 14:25;MESERO;13/12/2024 0:00
47527;2400098945;2;2400098947;7;541;1;1,275590551;0,637795276;0;9;NULL;13/12/2024 11:40;MESERO;13/12/2024 0:00
47526;2400098944;3;2400098947;4;541;1;1,275590551;0,637795276;0;9;NULL;13/12/2024 11:39;MESERO;13/12/2024 0:00
47525;2400098875;2;2400098877;3;1803;1;1,417322835;0,708661417;0;10;NULL;13/12/2024 8:14;MESERO;13/12/2024 0:00
47524;2400098834;5;2400098845;7;208;1;1,275590551;0,637795276;0;9;NULL;12/12/2024 21:43;MESERO;12/12/2024 0:00
47523;2400098834;4;2400098845;6;1974;1;2,267716535;1,133858268;0;16;NULL;12/12/2024 21:43;MESERO;12/12/2024 0:00
47522;2400098834;3;2400098845;5;1331;1;2,267716535;1,133858268;0;16;NULL;12/12/2024 21:43;MESERO;12/12/2024 0:00
47521;2400098834;2;2400098845;4;1369;2;4,535433071;2,267716535;0;32;NULL;12/12/2024 21:43;MESERO;12/12/2024 0:00
47520;2400098834;1;2400098845;3;1774;1;2,267716535;1,133858268;0;16;NULL;12/12/2024 21:43;MESERO;12/12/2024 0:00
47519;2400098802;5;2400098809;6;2297;1;2,267716535;1,133858268;0;16;NULL;12/12/2024 20:27;MESERO;12/12/2024 0:00
47518;2400098731;7;2400098733;11;1346;1;0,850393701;0,42519685;0;6;NULL;12/12/2024 18:53;MESERO;12/12/2024 0:00
47517;2400098399;7;2400098439;8;1346;1;0,850393701;0,42519685;0;6;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47516;2400098399;6;2400098439;7;1270;1;2,125984252;1,062992126;0;15;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47515;2400098399;5;2400098439;6;93;1;2,267716535;1,133858268;0;16;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47514;2400098399;4;2400098439;5;1347;1;0,850393701;0,42519685;0;6;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47513;2400098399;3;2400098439;4;1346;2;1,700787402;0,850393701;0;12;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47512;2400098399;2;2400098439;3;1468;1;1,700787402;0,850393701;0;12;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47511;2400098399;1;2400098439;2;54;1;7,072440945;3,536220472;0;49,9;NULL;11/12/2024 21:17;MESERO;11/12/2024 0:00
47510;2400098428;4;2400098426;9;210;1;1,417322835;0,708661417;0;10;NULL;11/12/2024 21:11;MESERO;11/12/2024 0:00
47509;2400098428;3;2400098426;8;2288;1;3,68503937;1,842519685;0;26;NULL;11/12/2024 21:11;MESERO;11/12/2024 0:00
47508;2400098428;2;2400098426;7;360;1;3,118110236;1,559055118;0;22;NULL;11/12/2024 21:11;MESERO;11/12/2024 0:00
47507;2400098428;1;2400098426;6;180;1;3,401574803;1,700787402;0;24;NULL;11/12/2024 21:11;MESERO;11/12/2024 0:00
47506;2400098306;1;2400098312;2;208;1;1,275590551;0,637795276;0;9;NULL;11/12/2024 16:57;MESERO;11/12/2024 0:00
47505;2400098211;6;2400098231;7;542;1;1,275590551;0,637795276;0;9;NULL;11/12/2024 14:02;MESERO;11/12/2024 0:00
47504;2400098143;4;2400098213;5;541;1;0,956692913;0,478346457;0;6,75;NULL;11/12/2024 13:41;MESERO;11/12/2024 0:00
47503;2400098143;2;2400098207;3;2348;1;1,42E-06;7,09E-07;0;1,00E-05;NULL;11/12/2024 13:26;MESERO;11/12/2024 0:00
47502;2400098143;1;2400098207;2;1897;1;2,820472441;1,41023622;0;19,9;NULL;11/12/2024 13:26;MESERO;11/12/2024 0:00
47501;2400098016;3;2400098017;4;199;1;2,267716535;1,133858268;0;16;NULL;10/12/2024 19:10;MESERO;10/12/2024 0:00
47500;2400097927;1;2400097933;2;1898;2;7,058267717;3,529133858;0;49,8;NULL;10/12/2024 15:29;MESERO;10/12/2024 0:00
47499;2400097664;3;2400097674;4;295;1;0,283464567;0,141732283;0;2;NULL;09/12/2024 17:53;MESERO;09/12/2024 0:00
47498;2400097601;5;2400097603;7;2348;1;1,42E-06;7,09E-07;0;1,00E-05;NULL;09/12/2024 16:07;MESERO;09/12/2024 0:00
47497;2400097601;4;2400097603;6;1346;1;0,850393701;0,42519685;0;6;NULL;09/12/2024 16:07;MESERO;09/12/2024 0:00
47496;2400097601;3;2400097603;5;207;1;1,275590551;0,637795276;0;9;NULL;09/12/2024 16:07;MESERO;09/12/2024 0:00
47495;2400097601;2;2400097603;4;1724;1;1,417322835;0,708661417;0;10;NULL;09/12/2024 16:07;MESERO;09/12/2024 0:00
47494;2400097601;1;2400097603;3;208;1;1,275590551;0,637795276;0;9;NULL;09/12/2024 16:07;MESERO;09/12/2024 0:00
47493;2400097523;5;2400097548;6;1345;1;1,984251969;0,992125984;0;14;NULL;09/12/2024 13:25;MESERO;09/12/2024 0:00
47492;2400097488;1;2400097489;2;1934;1;1,828346457;0,914173228;0;12,9;NULL;09/12/2024 10:09;MESERO;09/12/2024 0:00
47491;2400096397;4;2400097467;7;1934;1;1,828346457;0,914173228;0;12,9;NULL;09/12/2024 9:12;MESERO;09/12/2024 0:00
47490;2400096397;3;2400097467;6;315;1;1,984251969;0,992125984;0;14;NULL;09/12/2024 9:12;MESERO;09/12/2024 0:00
47489;2400097261;2;2400097279;4;1898;1;3,529133858;1,764566929;0;24,9;NULL;08/12/2024 14:12;MESERO;08/12/2024 0:00
47488;2400097261;1;2400097279;3;1840;1;3,401574803;1,700787402;0;24;NULL;08/12/2024 14:12;MESERO;08/12/2024 0:00
47487;2400097122;3;2400097124;4;2294;1;1,842519685;0,921259843;0;13;NULL;07/12/2024 18:38;MESERO;07/12/2024 0:00
47486;2400096972;1;2400096971;4;1270;2;4,251968504;2,125984252;0;30;NULL;07/12/2024 12:16;MESERO;07/12/2024 0:00
47485;2400096913;4;2400096934;5;295;1;0,283464567;0,141732283;0;2;NULL;07/12/2024 9:56;MESERO;07/12/2024 0:00
47484;2400096915;5;2400096930;6;1724;1;1,417322835;0,708661417;0;10;NULL;07/12/2024 9:52;MESERO;07/12/2024 0:00
47483;2400096915;4;2400096930;5;181;1;2,267716535;1,133858268;0;16;NULL;07/12/2024 9:52;MESERO;07/12/2024 0:00
47482;2400096839;5;2400096834;11;315;1;1,984251969;0,992125984;0;14;NULL;06/12/2024 19:42;MESERO;06/12/2024 0:00
47481;2400096839;4;2400096834;10;1468;1;1,700787402;0,850393701;0;12;NULL;06/12/2024 19:42;MESERO;06/12/2024 0:00
47480;2400096839;3;2400096834;9;1617;1;1,828346457;0,914173228;0;12,9;NULL;06/12/2024 19:42;MESERO;06/12/2024 0:00
47479;2400096839;2;2400096834;8;1774;1;2,267716535;1,133858268;0;16;NULL;06/12/2024 19:42;MESERO;06/12/2024 0:00
