tDocumento;tItem;tCodigoPedido;tCodigoProducto;nPrecioNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nPrecioVenta;nPrecioOficial;nRecargo;nDescuento;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tGuia;nDescuentoNeto;nLey1;tAplicaExoneracion;tAplicaInafectacion;tDocumentoAnticipo
T00013000084577;2;1800053250;59;23,4375;4,21875;2,34375;0;30;30;0;0;1;4,21875;2,34375;0;30;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084577;1;1800053250;54;23,4375;4,21875;2,34375;0;30;30;0;0;2;8,4375;4,6875;0;60;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084576;2;1800053240;392;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084576;1;1800053240;392;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084575;1;1800053241;392;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084574;1;1800053247;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084573;2;1800053246;254;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084573;1;1800053246;211;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084572;1;1800053245;223;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084571;1;1800053244;145;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084570;1;1800053243;129;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084569;1;1800053238;142;3,515625;0,6328125;0,3515625;0;4,5;6;0;1,5;1;0,6328125;0,3515625;0;4,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084568;4;1800053227;216;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084568;3;1800053227;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084568;2;1800053227;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084568;1;1800053227;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084567;1;1800053142;142;3,515625;0,6328125;0,3515625;0;4,5;6;0;1,5;1;0,6328125;0,3515625;0;4,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084566;6;1800053235;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084566;5;1800053235;217;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084566;4;1800053235;207;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084566;3;1800053235;260;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084566;2;1800053235;318;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084566;1;1800053235;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084565;5;1800053232;104;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084565;4;1800053232;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084565;3;1800053232;397;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084565;2;1800053232;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084565;1;1800053232;216;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;9;1800053223;204;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;8;1800053223;301;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;7;1800053223;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;6;1800053223;213;6,25;1,125;0,625;0;8;8;0;0;3;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;5;1800053223;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;4;1800053223;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;3;1800053223;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;2;1800053223;99;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084564;1;1800053223;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084563;3;1800053217;373;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084563;2;1800053217;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084563;1;1800053217;407;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084562;2;1800053237;104;3,125;0,5625;0,3125;0;4;4;0;0;10;5,625;3,125;0;40;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084562;1;1800053237;23;46,875;8,4375;4,6875;0;60;60;0;0;1;8,4375;4,6875;0;60;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084561;2;1800053201;210;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084561;1;1800053201;261;14,0625;2,53125;1,40625;0;18;18;0;0;2;5,0625;2,8125;0;36;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;9;1800053222;206;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;8;1800053222;177;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;7;1800053222;177;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;6;1800053222;216;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;5;1800053222;334;17,1875;3,09375;1,71875;0;22;22;0;0;1;3,09375;1,71875;0;22;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;4;1800053222;304;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;3;1800053222;206;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;2;1800053222;208;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084560;1;1800053222;177;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084559;1;1800053234;401;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;13;1800053156;97;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;12;1800053156;222;11,71875;2,109375;1,171875;0;15;15;0;0;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;11;1800053156;246;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;10;1800053156;213;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;9;1800053156;246;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;8;1800053156;307;15,625;2,8125;1,5625;0;20;20;0;0;1;2,8125;1,5625;0;20;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;7;1800053156;213;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;6;1800053156;307;15,625;2,8125;1,5625;0;20;20;0;0;1;2,8125;1,5625;0;20;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;5;1800053156;222;11,71875;2,109375;1,171875;0;15;15;0;0;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;4;1800053156;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;3;1800053156;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;2;1800053156;222;11,71875;2,109375;1,171875;0;15;15;0;0;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084558;1;1800053156;213;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084557;4;1800053224;231;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084557;3;1800053224;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084557;2;1800053224;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084557;1;1800053224;198;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084556;4;1800053210;207;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084556;3;1800053210;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084556;2;1800053210;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084556;1;1800053210;212;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084555;4;1800053228;319;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084555;3;1800053228;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084555;2;1800053228;259;11,71875;2,109375;1,171875;0;15;15;0;0;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084555;1;1800053228;231;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084554;2;1800053226;319;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084554;1;1800053226;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084553;1;1800053229;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084552;4;1800053188;231;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084552;3;1800053188;212;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084552;2;1800053188;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084552;1;1800053188;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084551;2;1800053231;389;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084551;1;1800053231;84;58,59375;10,546875;5,859375;0;75;75;0;0;1;10,546875;5,859375;0;75;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;7;1800053205;104;3,125;0,5625;0,3125;0;4;4;0;0;3;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;6;1800053205;207;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;5;1800053205;218;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;4;1800053205;213;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;3;1800053205;344;17,1875;3,09375;1,71875;0;22;22;0;0;1;3,09375;1,71875;0;22;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;2;1800053205;356;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084550;1;1800053205;283;14,0625;2,53125;1,40625;0;18;18;0;0;2;5,0625;2,8125;0;36;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084549;3;1800053204;213;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084549;2;1800053204;177;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084549;1;1800053204;261;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084548;1;1800053230;86;54,6875;9,84375;5,46875;0;70;70;0;0;1;9,84375;5,46875;0;70;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084547;1;1800053219;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084546;2;1800053225;397;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084546;1;1800053225;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;7;1800053193;217;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;6;1800053193;361;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;5;1800053193;231;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;4;1800053193;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;3;1800053193;231;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;2;1800053193;177;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084545;1;1800053193;246;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084544;3;1800053211;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084544;2;1800053211;209;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084544;1;1800053211;93;16,40625;2,953125;1,640625;0;21;21;0;0;1;2,953125;1,640625;0;21;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084543;5;1800053163;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084543;4;1800053163;213;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084543;3;1800053163;382;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084543;2;1800053163;307;15,625;2,8125;1,5625;0;20;20;0;0;1;2,8125;1,5625;0;20;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084543;1;1800053163;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084542;4;1800053177;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084542;3;1800053177;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084542;2;1800053177;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084542;1;1800053177;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084541;2;1800053221;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084541;1;1800053221;59;23,4375;4,21875;2,34375;0;30;30;0;0;1;4,21875;2,34375;0;30;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084540;1;1800053220;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084539;1;1800053207;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084538;4;1800053196;218;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084538;3;1800053196;222;11,71875;2,109375;1,171875;0;15;15;0;0;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084538;2;1800053196;261;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084538;1;1800053196;246;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084537;2;1800053218;319;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084537;1;1800053218;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084536;1;1800053186;254;5,859375;1,0546875;0,5859375;0;7,5;10;0;2,5;1;1,0546875;0,5859375;0;7,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084535;6;1800053179;95;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084535;5;1800053179;104;3,125;0,5625;0,3125;0;4;4;0;0;2;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084535;4;1800053179;216;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084535;3;1800053179;213;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084535;2;1800053179;245;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084535;1;1800053179;254;7,8125;1,40625;0,78125;0;10;10;0;0;2;2,8125;1,5625;0;20;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084534;5;1800053208;265;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084534;4;1800053208;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084534;3;1800053208;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084534;2;1800053208;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084534;1;1800053208;283;14,0625;2,53125;1,40625;0;18;18;0;0;2;5,0625;2,8125;0;36;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084533;2;1800053195;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084533;1;1800053195;97;9,375;1,6875;0,9375;0;12;12;0;0;2;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084532;3;1800053216;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084532;2;1800053216;95;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084532;1;1800053216;370;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084531;1;1800053214;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084530;4;1800053194;90;58,59375;10,546875;5,859375;0;75;75;0;0;1;10,546875;5,859375;0;75;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084530;3;1800053194;213;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084530;2;1800053194;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084530;1;1800053194;254;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084529;2;1800053189;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084529;1;1800053189;213;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084528;1;1800053191;54;23,4375;4,21875;2,34375;0;30;30;0;0;1;4,21875;2,34375;0;30;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084527;2;1800053190;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084527;1;1800053190;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084526;2;1800053213;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084526;1;1800053213;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084525;2;1800053212;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084525;1;1800053212;249;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084524;2;1800053209;206;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084524;1;1800053209;366;5,46875;0,984375;0,546875;0;7;7;0;0;3;2,953125;1,640625;0;21;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084523;3;1800053206;391;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084523;2;1800053206;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084523;1;1800053206;103;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084522;8;1800053161;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084522;7;1800053161;97;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084522;6;1800053161;402;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084522;5;1800053161;95;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000084522;4;1800053161;212;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
