tDocumento;tItem;tCodigoPedido;tCodigoProducto;nPrecioNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nPrecioVenta;nPrecioOficial;nRecargo;nDescuento;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tGuia;nDescuentoNeto;nLey1;tAplicaExoneracion;tAplicaInafectacion;tDocumentoAnticipo
T00014000000069;1;1700008484;252;3,389830508;0,610169492;0;0;4;4;0;0;1;0,610169492;0;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000068;3;1700008491;282;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000068;2;1700008491;207;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000068;1;1700008491;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000067;8;1700008483;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000067;7;1700008483;232;10,16949153;1,830508475;0;0;12;12;0;0;2;3,661016949;0;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000067;6;1700008483;265;5,084745763;0,915254237;0;0;6;6;0;0;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000067;5;1700008483;265;5,084745763;0,915254237;0;0;6;6;0;0;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000067;2;1700008483;201;7,627118644;1,372881356;0;0;9;9;0;0;2;2,745762712;0;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000067;1;1700008483;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000066;1;1700008489;233;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000065;1;1700008487;54;21,18644068;3,813559322;0;0;25;25;0;0;1;3,813559322;0;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000064;4;1700008472;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000064;3;1700008472;232;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000064;2;1700008472;281;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000064;1;1700008472;217;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;11;1700008431;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;10;1700008431;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;9;1700008431;103;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;8;1700008431;220;12,71186441;2,288135593;0;0;15;15;0;0;1;2,288135593;0;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;7;1700008431;222;12,71186441;2,288135593;0;0;15;15;0;0;1;2,288135593;0;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;6;1700008431;219;12,71186441;2,288135593;0;0;15;15;0;0;1;2,288135593;0;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;5;1700008431;233;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;4;1700008431;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;3;1700008431;260;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;2;1700008431;103;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000063;1;1700008431;213;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000062;2;1700008477;217;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000062;1;1700008477;86;55,08474576;9,915254237;0;0;65;65;0;0;1;9,915254237;0;0;65;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000061;3;1700008475;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000061;2;1700008475;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000061;1;1700008475;103;5,93220339;1,06779661;0;0;7;7;0;0;2;2,13559322;0;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000060;6;1700008476;232;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000060;5;1700008476;148;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000060;4;1700008476;204;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000060;3;1700008476;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000060;1;1700008476;93;10,16949153;1,830508475;0;0;12;12;0;0;2;3,661016949;0;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000059;2;1700008474;207;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000059;1;1700008474;103;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000058;1;1700008471;199;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000057;6;1700008446;210;5,084745763;0,915254237;0;0;6;8;0;2;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000057;5;1700008446;210;5,084745763;0,915254237;0;0;6;8;0;2;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000057;4;1700008446;148;3,177966102;0,572033898;0;0;3,75;5;0;1,25;2;1,144067797;0;0;7,5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000057;3;1700008446;129;15,88983051;2,860169492;0;0;18,75;25;0;6,25;1;2,860169492;0;0;18,75;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000057;2;1700008446;121;15,88983051;2,860169492;0;0;18,75;25;0;6,25;2;5,720338983;0;0;37,5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000057;1;1700008446;281;3,177966102;0,572033898;0;0;3,75;5;0;1,25;1;0,572033898;0;0;3,75;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000056;3;1700008470;93;10,16949153;1,830508475;0;0;12;12;0;0;2;3,661016949;0;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000056;2;1700008470;232;10,16949153;1,830508475;0;0;12;12;0;0;2;3,661016949;0;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000056;1;1700008470;249;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000055;3;1700008466;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000055;2;1700008466;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000055;1;1700008466;206;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000054;1;1700008465;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000053;6;1700008452;217;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000053;5;1700008452;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000053;4;1700008452;204;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000053;3;1700008452;260;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000053;2;1700008452;246;11,86440678;2,13559322;0;0;14;14;0;0;1;2,13559322;0;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000052;4;1700008460;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000052;3;1700008460;148;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000052;2;1700008460;232;10,16949153;1,830508475;0;0;12;12;0;0;2;3,661016949;0;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000052;1;1700008460;281;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000051;2;1700008459;59;21,18644068;3,813559322;0;0;25;25;0;0;1;3,813559322;0;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000051;1;1700008459;54;21,18644068;3,813559322;0;0;25;25;0;0;1;3,813559322;0;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000050;1;1700008456;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000049;5;1700008439;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000049;4;1700008439;148;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000049;3;1700008439;216;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000049;2;1700008439;218;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000049;1;1700008439;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000048;6;1700008420;93;10,16949153;1,830508475;0;0;12;12;0;0;3;5,491525424;0;0;36;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000048;5;1700008420;129;21,18644068;3,813559322;0;0;25;25;0;0;1;3,813559322;0;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000048;4;1700008420;216;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000048;3;1700008420;148;4,237288136;0,762711864;0;0;5;5;0;0;3;2,288135593;0;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000048;2;1700008420;260;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000048;1;1700008420;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000047;1;1700008449;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000046;3;1700008447;103;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000046;2;1700008447;104;3,389830508;0,610169492;0;0;4;4;0;0;1;0,610169492;0;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000046;1;1700008447;201;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000045;1;1700008443;148;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000044;2;1700008437;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000044;1;1700008437;199;7,627118644;1,372881356;0;0;9;9;0;0;2;2,745762712;0;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000043;3;1700007438;251;3,389830508;0,610169492;0;0;4;4;0;0;2;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000043;2;1700007438;218;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000043;1;1700007438;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000042;2;1700007427;104;3,389830508;0,610169492;0;0;4;4;0;0;1;0,610169492;0;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000042;1;1700007427;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000041;5;1700007403;281;3,177966102;0,572033898;0;0;3,75;5;0;1,25;2;1,144067797;0;0;7,5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000041;4;1700007403;148;3,177966102;0,572033898;0;0;3,75;5;0;1,25;2;1,144067797;0;0;7,5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000041;3;1700007403;206;4,449152542;0,800847458;0;0;5,25;7;0;1,75;1;0,800847458;0;0;5,25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000041;2;1700007403;219;9,533898305;1,716101695;0;0;11,25;15;0;3,75;1;1,716101695;0;0;11,25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000041;1;1700007403;213;5,084745763;0,915254237;0;0;6;8;0;2;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000040;2;1700007416;95;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000040;1;1700007416;148;4,237288136;0,762711864;0;0;5;5;0;0;2;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000039;5;1700007413;271;0,593220339;0,106779661;0;0;0,7;0,7;0;0;1;0,106779661;0;0;0,7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000039;4;1700007413;271;0,593220339;0,106779661;0;0;0,7;0,7;0;0;1;0,106779661;0;0;0,7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000039;3;1700007413;148;4,237288136;0,762711864;0;0;5;5;0;0;2;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000039;2;1700007413;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000039;1;1700007413;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000038;1;1700007418;54;21,18644068;3,813559322;0;0;25;25;0;0;1;3,813559322;0;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000037;4;1700007420;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000037;3;1700007420;148;4,237288136;0,762711864;0;0;5;5;0;0;2;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000037;2;1700007420;252;3,389830508;0,610169492;0;0;4;4;0;0;4;2,440677966;0;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000037;1;1700007420;281;4,237288136;0,762711864;0;0;5;5;0;0;2;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;9;1700007320;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;8;1700007320;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;7;1700007320;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;6;1700007320;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;5;1700007320;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;4;1700007320;223;8,474576271;1,525423729;0;0;10;10;0;0;1;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;3;1700007320;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;2;1700007320;232;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000036;1;1700007320;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000035;5;1700007313;245;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000035;4;1700007313;213;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000035;3;1700007313;223;8,474576271;1,525423729;0;0;10;10;0;0;1;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000035;2;1700007313;186;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000035;1;1700007313;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;11;1700006039;206;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;10;1700006039;206;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;9;1700006039;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;8;1700006039;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;7;1700006039;211;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;6;1700006039;265;5,084745763;0,915254237;0;0;6;6;0;0;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;5;1700006039;222;12,71186441;2,288135593;0;0;15;15;0;0;1;2,288135593;0;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;4;1700006039;216;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;3;1700006039;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;2;1700006039;261;15,25423729;2,745762712;0;0;18;18;0;0;2;5,491525424;0;0;36;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000034;1;1700006039;177;11,86440678;2,13559322;0;0;14;14;0;0;1;2,13559322;0;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;10;1700006029;233;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;9;1700006029;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;8;1700006029;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;7;1700006029;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;6;1700006029;265;5,084745763;0,915254237;0;0;6;6;0;0;1;0,915254237;0;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;5;1700006029;261;15,25423729;2,745762712;0;0;18;18;0;0;1;2,745762712;0;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;4;1700006029;217;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;3;1700006029;216;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;2;1700006029;254;7,627118644;1,372881356;0;0;9;9;0;0;2;2,745762712;0;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000033;1;1700006029;177;11,86440678;2,13559322;0;0;14;14;0;0;1;2,13559322;0;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000032;4;1700006034;214;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000032;3;1700006034;216;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000032;2;1700006034;97;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000032;1;1700006034;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000031;3;1700006030;216;6,779661017;1,220338983;0;0;8;8;0;0;2;2,440677966;0;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000031;2;1700006030;233;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000031;1;1700006030;200;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;7;1700005999;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;6;1700005999;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;5;1700005999;104;3,389830508;0,610169492;0;0;4;4;0;0;1;0,610169492;0;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;4;1700005999;145;3,389830508;0,610169492;0;0;4;4;0;0;1;0,610169492;0;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;3;1700005999;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;2;1700005999;96;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000030;1;1700005999;201;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000029;1;1700005979;103;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000028;6;1700005964;104;3,389830508;0,610169492;0;0;4;4;0;0;1;0,610169492;0;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000028;5;1700005964;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000028;4;1700005964;148;4,237288136;0,762711864;0;0;5;5;0;0;2;1,525423729;0;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000028;3;1700005964;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000028;2;1700005964;232;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000028;1;1700005964;93;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000027;6;1700005968;97;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000027;5;1700005968;103;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000027;4;1700005968;208;5,93220339;1,06779661;0;0;7;7;0;0;1;1,06779661;0;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000027;3;1700005968;201;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000027;2;1700005968;232;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000027;1;1700005968;211;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000026;5;1700005962;232;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000026;4;1700005962;201;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000026;3;1700005962;198;7,627118644;1,372881356;0;0;9;9;0;0;1;1,372881356;0;0;9;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000026;2;1700005962;210;6,779661017;1,220338983;0;0;8;8;0;0;1;1,220338983;0;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000026;1;1700005962;208;5,93220339;1,06779661;0;0;7;7;0;0;2;2,13559322;0;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000025;4;1700005948;54;21,18644068;3,813559322;0;0;25;25;0;0;1;3,813559322;0;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000025;3;1700005948;260;10,16949153;1,830508475;0;0;12;12;0;0;1;1,830508475;0;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000025;2;1700005948;148;4,237288136;0,762711864;0;0;5;5;0;0;1;0,762711864;0;0;5;NULL;NULL;NULL;NULL;NULL;NULL
T00014000000025;1;1700005948;93;10,16949153;1,830508475;0;0;12;12;0;0;2;3,661016949;0;0;24;NULL;NULL;NULL;NULL;NULL;NULL
