tCombo;tCodigoProducto;nCantidad;lFijo;lUnico;tEtiqueta;nAumento;lReplica;lEliminaFijo;nValor;lNuevoModificado
2774;2784;1;0;1;plato;0;NULL;0;-2147483633;1
2774;2787;1;0;1;bebida;0;NULL;0;-2147483633;1
2775;2641;1;0;1;opcional;2;NULL;0;8454016;1
2775;2642;1;0;1;opcional;1;NULL;0;8454016;1
2775;2643;1;0;1;opcional;1;NULL;0;8454016;1
2775;2782;1;0;1;plato;0;NULL;0;-2147483633;1
2775;2787;1;0;1;bebida;0;NULL;0;-2147483633;1
2776;2175;1;0;1;plato;0;NULL;0;-2147483633;1
2776;2641;1;0;1;opcional;2;NULL;0;8454016;1
2776;2642;1;0;1;opcional;1;NULL;0;8454016;1
2776;2643;1;0;1;opcional;1;NULL;0;8454016;1
2776;2787;1;0;1;bebida;0;NULL;0;-2147483633;1
2777;2501;1;0;1;bebida;0;NULL;0;8454143;1
2777;2641;1;0;1;opcional;2;NULL;0;8454016;1
2777;2642;1;0;1;opcional;1;NULL;0;8454016;1
2777;2643;1;0;1;opcional;1;NULL;0;8454016;1
2777;2783;1;0;1;plato;0;NULL;0;-2147483633;1
2778;2334;1;0;0;;0;NULL;0;-2147483633;1
2778;2436;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2779;2152;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2779;2334;1;0;0;;0;NULL;0;-2147483633;1
2780;2334;1;0;1;bebida;0;NULL;0;-2147483633;1
2780;2785;1;0;1;plato;0;NULL;0;-2147483633;1
2781;2334;1;0;1;bebida;0;NULL;0;-2147483633;1
2781;2786;1;0;1;plato;0;NULL;0;-2147483633;1
2789;1774;1;0;1;1;0;NULL;0;-2147483633;1
2789;2398;1;0;1;3;0;NULL;0;-2147483633;1
2789;2399;1;0;1;4;0;NULL;0;-2147483633;1
2789;2653;1;0;1;2;0;NULL;0;-2147483633;1
2790;2144;1;1;1;plato;0;NULL;0;-2147483633;1
2790;2354;1;1;1;bebida;0;NULL;0;-2147483633;1
2791;2398;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2791;2399;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2791;2400;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2791;2653;1;0;0;;0;NULL;0;-2147483633;1
2870;2796;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2870;2797;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2870;2798;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2870;2799;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2870;2800;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2870;2801;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2870;2802;1;0;0;;0;NULL;0;-2147483633;1
2870;2803;1;0;0;;0;NULL;0;-2147483633;1
2887;2796;1;0;0;;0;NULL;0;-2147483633;1
2887;2797;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2887;2946;1;0;0;;0;NULL;0;-2147483633;1
2887;2955;1;0;0;;0;NULL;0;-2147483633;1
2934;2354;1;1;0;;0;NULL;0;-2147483633;1
2934;2717;1;1;0;;0;NULL;0;-2147483633;1
2977;104;1;0;0;galleta;0;NULL;0;-2147483633;1
2977;2394;1;0;0;keke;0;NULL;0;-2147483633;1
2977;2582;1;0;0;bebida;0;NULL;0;-2147483633;1
2978;2566;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2978;2567;1;0;NULL;NULL;NULL;NULL;NULL;-2147483633;NULL
2978;2582;1;0;0;bebida;0;NULL;0;-2147483633;1
