tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tUsuario;fRegistro;nDolar;lReplica;fDiaContable;tNumeroATarjeta;tForma;tCodigoIntegracion
T00014000000122;1;1700000052;2;NULL;1;3,24;24;0;1;;NULL;9850;;RCASTILLO;27/08/2017 16:28;NULL;NULL;27/08/2017 0:00;;NULL;NULL
T00014000000121;1;1700000052;1;NULL;1;3,24;24;NULL;NULL;NULL;NULL;NULL;NULL;RCASTILLO;27/08/2017 16:10;NULL;NULL;27/08/2017 0:00;NULL;NULL;NULL
T00014000000120;1;1700000052;2;NULL;1;3,24;22;0;1;;NULL;8280;;RCASTILLO;27/08/2017 15:56;NULL;NULL;27/08/2017 0:00;;NULL;NULL
T00014000000119;1;1700000052;2;NULL;1;3,24;28;0;1;;NULL;2201;;SYARLEQUE;27/08/2017 15:49;NULL;NULL;27/08/2017 0:00;;NULL;NULL
T00014000000118;1;1700000052;1;NULL;2;3,24;9,87654321;NULL;NULL;NULL;NULL;NULL;NULL;SYARLEQUE;27/08/2017 15:43;10;NULL;27/08/2017 0:00;NULL;NULL;NULL
T00014000000117;1;1700000052;2;NULL;1;3,24;24;0;1;;NULL;3013;;SYARLEQUE;27/08/2017 15:30;NULL;NULL;27/08/2017 0:00;;NULL;NULL
T00014000000116;1;1700000050;2;NULL;1;3,24;9;0;1;;NULL;8345;;ESOLARI;26/08/2017 21:14;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000115;2;1700000050;2;NULL;1;3,24;21;0;1;;NULL;2014;;ESOLARI;26/08/2017 21:11;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000115;1;1700000050;2;NULL;1;3,24;21;0;1;;NULL;2840;;ESOLARI;26/08/2017 21:11;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000114;1;1700000050;1;NULL;1;3,24;47;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 20:57;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000113;1;1700000050;1;NULL;1;3,24;49;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 20:50;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000112;1;1700000050;1;NULL;1;3,24;41;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 20:48;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000111;1;1700000050;1;NULL;1;3,24;14;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 20:15;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000110;1;1700000050;2;NULL;1;3,24;72;0;1;;NULL;4242;;ESOLARI;26/08/2017 20:14;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000109;1;1700000050;1;NULL;1;3,24;46;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 20:10;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000108;1;1700000050;2;NULL;1;3,24;21;0;1;;NULL;9867;;ESOLARI;26/08/2017 20:08;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000107;1;1700000050;2;NULL;1;3,24;50;0;1;;NULL;8732;;ESOLARI;26/08/2017 20:07;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000106;1;1700000050;2;NULL;1;3,24;148;0;2;;NULL;5150;;ESOLARI;26/08/2017 20:02;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000105;1;1700000050;2;NULL;1;3,24;24;0;2;;NULL;1358;;ESOLARI;26/08/2017 19:59;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000104;1;1700000050;1;NULL;1;3,24;50;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 19:57;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000103;1;1700000050;2;NULL;1;3,24;25;0;1;;NULL;4920;;ESOLARI;26/08/2017 19:46;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000102;1;1700000050;1;NULL;1;3,24;40;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 19:45;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000101;1;1700000050;2;NULL;1;3,24;36;0;1;;NULL;5527;;ESOLARI;26/08/2017 19:44;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000100;1;1700000050;2;NULL;1;3,24;52;0;1;;NULL;3991;;ESOLARI;26/08/2017 19:31;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000099;1;1700000050;2;NULL;1;3,24;26;0;1;;NULL;5034;;ESOLARI;26/08/2017 19:24;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000098;1;1700000050;1;NULL;1;3,24;14;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 19:20;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000097;1;1700000050;2;NULL;1;3,24;24;0;1;;NULL;9749;;ESOLARI;26/08/2017 19:15;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000095;1;1700000050;1;NULL;1;3,24;9;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 19:07;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000094;1;1700000050;2;NULL;1;3,24;31;0;1;;NULL;8224;;ESOLARI;26/08/2017 19:07;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000093;1;1700000050;1;NULL;1;3,24;17;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 19:04;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000092;1;1700000050;2;NULL;1;3,24;21;0;1;;NULL;8131;;ESOLARI;26/08/2017 19:03;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000091;1;1700000050;2;NULL;1;3,24;56;0;1;;NULL;1028;;ESOLARI;26/08/2017 19:02;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000090;1;1700000050;2;NULL;1;3,24;89;0;1;;NULL;2402;;ESOLARI;26/08/2017 19:00;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000088;1;1700000050;2;NULL;1;3,24;65;0;1;;NULL;3083;;ESOLARI;26/08/2017 18:53;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000087;1;1700000050;1;NULL;1;3,24;44;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 18:46;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000086;1;1700000050;2;NULL;1;3,24;55;0;1;;NULL;6;;ESOLARI;26/08/2017 18:29;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000085;1;1700000050;2;NULL;1;3,24;131;0;1;;NULL;1637;;ESOLARI;26/08/2017 18:29;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000084;1;1700000050;2;NULL;1;3,24;31;0;1;;NULL;4111;;ESOLARI;26/08/2017 18:24;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000083;1;1700000050;2;NULL;1;3,24;14;0;1;;NULL;9824;;ESOLARI;26/08/2017 18:20;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000082;1;1700000050;2;NULL;1;3,24;77;0;1;;NULL;646;;ESOLARI;26/08/2017 18:17;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000081;1;1700000050;2;NULL;1;3,24;24;0;1;;NULL;1087;;ESOLARI;26/08/2017 18:14;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000080;1;1700000050;2;NULL;1;3,24;93;0;1;;NULL;6202;;ESOLARI;26/08/2017 17:49;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000079;1;1700000050;1;NULL;1;3,24;42;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 17:46;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000078;1;1700000050;2;NULL;1;3,24;30;0;1;;NULL;6112;;ESOLARI;26/08/2017 17:44;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000077;1;1700000050;2;NULL;1;3,24;24;0;1;;NULL;281;;ESOLARI;26/08/2017 17:41;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000076;1;1700000050;2;NULL;1;3,24;9;0;1;;NULL;6527;;ESOLARI;26/08/2017 17:39;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000075;1;1700000050;2;NULL;1;3,24;14;0;1;;NULL;7942;;ESOLARI;26/08/2017 17:37;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000074;1;1700000050;2;NULL;1;3,24;72;0;1;;NULL;4160;;ESOLARI;26/08/2017 17:30;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000073;1;1700000050;1;NULL;1;3,24;25;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 17:26;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000072;1;1700000050;1;NULL;1;3,24;17;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 17:25;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000071;1;1700000050;1;NULL;1;3,24;48;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 17:23;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000070;1;1700000050;2;NULL;1;3,24;28;0;1;;NULL;50;;ESOLARI;26/08/2017 17:22;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000069;1;1700000050;1;NULL;1;3,24;49;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 17:12;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000068;1;1700000050;2;NULL;1;3,24;28;0;1;;NULL;5079;;ESOLARI;26/08/2017 17:09;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000067;1;1700000050;2;NULL;1;3,24;78;0;1;;NULL;8295;;ESOLARI;26/08/2017 17:08;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000066;1;1700000050;1;NULL;1;3,24;12;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 17:03;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000065;1;1700000050;2;NULL;1;3,24;25;0;1;;NULL;4654;;ESOLARI;26/08/2017 17:01;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000064;1;1700000050;1;NULL;1;3,24;37;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:51;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000063;6;1700000050;2;NULL;1;3,24;15;0;1;;NULL;6010;;ESOLARI;26/08/2017 16:50;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000063;5;1700000050;2;NULL;1;3,24;19;0;1;;NULL;7367;;ESOLARI;26/08/2017 16:50;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000063;4;1700000050;2;NULL;1;3,24;41;0;1;;NULL;161;;ESOLARI;26/08/2017 16:50;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000063;3;1700000050;2;NULL;1;3,24;21;0;1;;NULL;5211;;ESOLARI;26/08/2017 16:50;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000063;2;1700000050;2;NULL;1;3,24;15;0;3;;NULL;9454;;ESOLARI;26/08/2017 16:50;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000063;1;1700000050;1;NULL;1;3,24;7;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:50;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000062;2;1700000050;1;NULL;2;3,24;20;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:41;20;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000062;1;1700000050;1;NULL;1;3,24;8,2;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:41;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000061;1;1700000050;2;NULL;1;3,24;35;0;1;;NULL;9243;;ESOLARI;26/08/2017 16:40;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000060;1;1700000050;2;NULL;1;3,24;60;0;1;;NULL;4012;;ESOLARI;26/08/2017 16:39;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000059;1;1700000050;2;NULL;1;3,24;14;0;1;;NULL;912;;ESOLARI;26/08/2017 16:35;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000058;1;1700000050;2;NULL;1;3,24;9;0;1;;NULL;2734;;ESOLARI;26/08/2017 16:34;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000057;1;1700000050;2;NULL;1;3,24;79,5;0;1;;NULL;70;;ESOLARI;26/08/2017 16:32;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000056;1;1700000050;2;NULL;1;3,24;60;0;1;;NULL;5177;;ESOLARI;26/08/2017 16:29;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000055;1;1700000050;2;NULL;1;3,24;28;0;1;;NULL;2015;;ESOLARI;26/08/2017 16:28;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000054;1;1700000050;1;NULL;1;3,24;12;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:26;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000053;1;1700000050;2;NULL;1;3,24;49;0;1;;NULL;5010;;ESOLARI;26/08/2017 16:24;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000052;1;1700000050;1;NULL;1;3,24;46;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:20;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000051;1;1700000050;1;NULL;1;3,24;50;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:18;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000050;1;1700000050;1;NULL;1;3,24;12;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:14;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000049;1;1700000050;2;NULL;1;3,24;40;0;3;;NULL;2312;;ESOLARI;26/08/2017 16:10;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000048;2;1700000050;2;NULL;1;3,24;91;0;1;;NULL;9771;;ESOLARI;26/08/2017 16:08;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000048;1;1700000050;2;NULL;1;3,24;17;0;1;;NULL;546;;ESOLARI;26/08/2017 16:08;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000047;1;1700000050;1;NULL;1;3,24;7;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 16:04;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000046;1;1700000050;2;NULL;1;3,24;20;0;1;;NULL;8002;;ESOLARI;26/08/2017 16:03;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000045;1;1700000050;1;NULL;1;3,24;5;NULL;NULL;NULL;NULL;NULL;NULL;ESOLARI;26/08/2017 15:58;NULL;NULL;26/08/2017 0:00;NULL;NULL;NULL
T00014000000044;1;1700000050;2;NULL;1;3,24;30;0;1;;NULL;1495;;ESOLARI;26/08/2017 15:51;NULL;NULL;26/08/2017 0:00;;NULL;NULL
T00014000000043;1;1700000044;2;NULL;1;3,24;28;3;1;;NULL;3633;;ARMANDO;20/08/2017 18:27;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000042;1;1700000044;2;NULL;1;3,24;16;0;1;;NULL;9013;;ARMANDO;20/08/2017 17:49;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000041;1;1700000044;2;NULL;1;3,24;37,5;0;1;;NULL;770;;ARMANDO;20/08/2017 17:48;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000040;1;1700000040;2;NULL;1;3,24;22;0;2;;NULL;6282;;ARMANDO;20/08/2017 17:40;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000039;1;1700000040;2;NULL;1;3,24;32,4;0;1;;NULL;9003;;ARMANDO;20/08/2017 17:39;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000038;1;1700000040;2;NULL;1;3,24;25;0;1;;NULL;4211;;ARMANDO;20/08/2017 17:38;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000037;1;1700000040;2;NULL;1;3,24;45;0;2;;NULL;4928;;ARMANDO;20/08/2017 17:37;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000036;1;1700000040;2;NULL;1;3,24;82;0;1;;NULL;2199;;SYARLEQUE;20/08/2017 16:16;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000035;1;1700000040;2;NULL;1;3,24;43;0;1;;NULL;3892;;SYARLEQUE;20/08/2017 16:16;NULL;NULL;20/08/2017 0:00;;NULL;NULL
T00014000000034;1;1700000036;2;NULL;1;3,24;128;0;1;;NULL;6028;;ARMANDO;13/08/2017 20:16;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000033;1;1700000036;2;NULL;1;3,24;117;0;3;;NULL;6883;;ARMANDO;13/08/2017 19:48;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000032;1;1700000036;2;NULL;1;3,24;40;0;1;;NULL;3129;;ARMANDO;13/08/2017 19:46;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000031;1;1700000036;2;NULL;1;3,24;37;0;1;;NULL;8018;;ARMANDO;13/08/2017 19:34;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000030;1;1700000036;2;NULL;1;3,24;57;0;2;;NULL;146;;ARMANDO;13/08/2017 18:04;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000029;1;1700000036;1;NULL;1;3,24;7;NULL;NULL;NULL;NULL;NULL;NULL;ARMANDO;13/08/2017 17:43;NULL;NULL;13/08/2017 0:00;NULL;NULL;NULL
T00014000000028;1;1700000036;2;NULL;1;3,24;59;0;1;;NULL;1603;;ARMANDO;13/08/2017 17:41;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000027;1;1700000036;2;NULL;1;3,24;55;0;1;;NULL;2824;;ARMANDO;13/08/2017 17:39;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000026;1;1700000036;2;NULL;1;3,24;52;0;1;;NULL;2555;;ARMANDO;13/08/2017 17:37;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000025;2;1700000036;2;NULL;1;3,24;17;0;1;;NULL;905;;ARMANDO;13/08/2017 17:29;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000025;1;1700000036;1;NULL;1;3,24;49;NULL;NULL;NULL;NULL;NULL;NULL;ARMANDO;13/08/2017 17:29;NULL;NULL;13/08/2017 0:00;NULL;NULL;NULL
T00014000000024;1;1700000036;2;NULL;1;3,24;7;0;1;;NULL;2974;;ARMANDO;13/08/2017 17:25;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000023;1;1700000036;2;NULL;1;3,24;24;0;1;;NULL;2974;;ARMANDO;13/08/2017 17:22;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000022;2;1700000036;2;NULL;1;3,24;44;0;1;;NULL;8380;;ARMANDO;13/08/2017 17:20;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000022;1;1700000036;2;NULL;1;3,24;45;0;1;;NULL;1012;;ARMANDO;13/08/2017 17:20;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000021;1;1700000036;1;NULL;1;3,24;73;NULL;NULL;NULL;NULL;NULL;NULL;ARMANDO;13/08/2017 16:54;NULL;NULL;13/08/2017 0:00;NULL;NULL;NULL
T00014000000019;1;1700000036;2;NULL;1;3,24;21;0;1;;NULL;6677;;ARMANDO;13/08/2017 16:37;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000018;1;1700000036;2;NULL;1;3,24;79;8;1;;NULL;1178;;ARMANDO;13/08/2017 16:21;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000017;1;1700000036;2;NULL;1;3,24;54;6;1;;NULL;8295;;ARMANDO;13/08/2017 16:16;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000016;1;1700000036;2;NULL;1;3,24;34;2;1;;NULL;6018;;ARMANDO;13/08/2017 16:12;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000015;1;1700000036;2;NULL;1;3,24;22;0;1;;NULL;6018;;ARMANDO;13/08/2017 16:09;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000014;1;1700000036;2;NULL;1;3,24;69;0;1;;NULL;4069;;ARMANDO;13/08/2017 16:09;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000013;1;1700000036;1;NULL;2;3,24;7,716049383;NULL;NULL;NULL;NULL;NULL;NULL;ARMANDO;13/08/2017 16:00;20;NULL;13/08/2017 0:00;NULL;NULL;NULL
T00014000000012;1;1700000036;2;NULL;1;3,24;104;10;1;;NULL;5143;;ARMANDO;13/08/2017 15:43;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000011;2;1700000036;2;NULL;1;3,24;26;0;1;;NULL;5629;;ARMANDO;13/08/2017 15:39;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000011;1;1700000036;2;NULL;1;3,24;28;0;1;;NULL;4059;;ARMANDO;13/08/2017 15:39;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000010;1;1700000036;2;NULL;1;3,24;32;0;1;;NULL;1130;;ARMANDO;13/08/2017 15:27;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000009;1;1700000036;2;NULL;1;3,24;12;0;1;;NULL;8586;;ARMANDO;13/08/2017 15:12;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000008;1;1700000036;2;NULL;1;3,24;25;0;1;;NULL;2385;;ARMANDO;13/08/2017 15:08;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000007;1;1700000036;2;NULL;1;3,24;25;0;1;;NULL;1990;;ARMANDO;13/08/2017 15:02;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000006;1;1700000036;2;NULL;1;3,24;91;0;1;;NULL;905;;ARMANDO;13/08/2017 15:00;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000005;1;1700000036;2;NULL;1;3,24;12;0;1;;NULL;3386;;ARMANDO;13/08/2017 14:39;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000004;1;1700000036;1;NULL;1;3,24;4;NULL;NULL;NULL;NULL;NULL;NULL;ARMANDO;13/08/2017 14:10;NULL;NULL;13/08/2017 0:00;NULL;NULL;NULL
T00014000000003;1;1700000036;2;NULL;1;3,24;93;0;1;;NULL;5119;;ARMANDO;13/08/2017 14:04;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000002;1;1700000036;2;NULL;1;3,24;60;0;1;;NULL;5244;;ARMANDO;13/08/2017 14:02;NULL;NULL;13/08/2017 0:00;;NULL;NULL
T00014000000001;1;1700000033;2;NULL;1;3,24;43;0;1;;NULL;5083;;ARMANDO;11/08/2017 18:55;NULL;NULL;11/08/2017 0:00;;NULL;NULL
T00013000086406;1;1800000380;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 22:32;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086405;1;1800000380;1;NULL;1;3,1;3;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 22:29;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086404;2;1800000380;2;NULL;1;3,1;27;0;1;;NULL;5966;;EACHA;31/07/2018 22:24;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086404;1;1800000380;2;NULL;1;3,1;27;0;5;;NULL;3400;;EACHA;31/07/2018 22:24;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086403;1;1800000380;2;NULL;1;3,1;119;0;1;;NULL;3033;;EACHA;31/07/2018 22:23;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086402;1;1800000380;1;NULL;1;3,1;38;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 22:21;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086400;1;1800000380;2;NULL;1;3,1;60;6;5;;NULL;6339;;EACHA;31/07/2018 22:16;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086399;3;1800000380;2;NULL;1;3,1;50;0;5;;NULL;968;;EACHA;31/07/2018 22:10;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086399;2;1800000380;2;NULL;1;3,1;24;0;5;;NULL;2304;;EACHA;31/07/2018 22:10;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086399;1;1800000380;2;NULL;1;3,1;24;0;5;;NULL;9412;;EACHA;31/07/2018 22:10;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086398;1;1800000380;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 22:08;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086397;2;1800000380;2;NULL;1;3,1;38;0;2;;NULL;1047;;EACHA;31/07/2018 22:07;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086397;1;1800000380;1;NULL;1;3,1;71;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 22:07;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086396;1;1800000380;2;NULL;1;3,1;26;4;5;;NULL;712;;EACHA;31/07/2018 22:05;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086395;1;1800000380;2;NULL;1;3,1;32;0;5;;NULL;2277;;EACHA;31/07/2018 22:03;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086394;1;1800000380;2;NULL;1;3,1;74;7,4;5;;NULL;2622;;EACHA;31/07/2018 22:00;NULL;NULL;31/07/2018 0:00;;NULL;NULL
T00013000086393;1;1800000380;1;NULL;1;3,1;70;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 21:55;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086392;1;1800000380;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 21:55;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086391;1;1800000380;1;NULL;1;3,1;18;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 21:54;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086390;1;1800000380;1;NULL;1;3,1;65;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 21:53;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086389;1;1800000380;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 21:50;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
T00013000086388;1;1800000380;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;EACHA;31/07/2018 21:48;NULL;NULL;31/07/2018 0:00;NULL;NULL;NULL
