tCodigoProducto;tGrupo;tSubGrupo;tTipoProducto;tDetallado;tResumido;tMoneda;lImpuesto1;lImpuesto2;lImpuesto3;lImpuesto4;lImpuesto5;lImpuesto6;lImpuesto7;lImpuesto8;lImpuesto9;lImpuesto10;lImpuesto11;lImpuesto12;lImpuesto13;lImpuesto14;lImpuesto15;tDescargo;nPrecioVenta;nPrecioDelivery;nPrecioLlevar;nPrecioCanal4;nPrecioCanal5;tCortesia;lModificable;tArea;lImprimeArea;lEspecial;lFijo;lActivo;lCombinacion;nCombinacion;nBoton;tIcono;oFoto;tUsuario;fRegistro;tEnlace;tCajaRapida;nBotonRapido;nInsumo;nInsumo2;nInsumo3;nInsumo4;nInsumo5;nGasto;nGasto2;nGasto3;nGasto4;nGasto5;nManoObra;nManoObra2;nManoObra3;nManoObra4;nManoObra5;tBarra;lPropiedad;tInfhotel;lDescuento;lLocal;lDelivery;lLlevar;lCanal4;lCanal5;tBotonPalm;tUnidadNegocio;lReplica;lMultiArea;tAlternativa;lControlInsumoCritico;tCodigoInsumo;nTiempo;lBalanza;lSolicitaAutorizacionEnvio;lDefineAreaProduccion;tCodigoProductoSunat;nPrecioVentaRefer;nCombinacionMinima;lNuevoModificado;tCodigoSKU;lLey1;lActivaHomologacionExterno;SURLIMAGE;lActivaPatioComida;tDescripcionPatio;tStockPlatoCritico;tAplicaExoneracion;tAplicaInafectacion;tNombrePatio;lComboVisible;IntegracionWebApi
1;1;114;1;Bola de Oro Clasico 12P;Bola de Oro Clasico 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;100;100;100;100;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;19/05/2025 18:14; ;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010117;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;0;0;Bola de Oro Clasico 12P;0;0
2;1;101;1;Cheesecake de Fresa 12 P;Cheesecake de Fresa 12 P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;02/09/2021 8:19;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010165;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
3;17;1701;1;cheesecake de maracuya 12pzs;cheesecake maracuya 12ps;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;109;109;109;109;109;NULL;0;5;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;26/12/2024 23:33;177;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2040006;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;2;1;0;0;;0;0;1;;0;0;http://192.168.2.205/ApiTotem/productos/0000003.jpg;0;;0;0;0;cheesecake de maracuya 12pzs;0;1
4;17;1701;1;Cheesecake de Marimango 12P;Cheesecake Marimango 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;10;NULL;NULL;ADMIN;02/08/2019 22:12;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011026;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
5;1;101;1;Cheesecake de Sauco 12P;Cheesecake de Sauco 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;01/10/2019 17:58;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010121;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
6;17;1701;1;crocante de manzana 12pzs;crocante manzana 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;N;95;95;95;95;95;NULL;0;2;1;NULL;NULL;1;0;0;1;NULL;NULL;ADMIN;01/07/2025 22:41; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2050002;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;http://192.168.2.205/ApiTotem/productos/0000006.jpg;0;;0;0;0;Crocante de Manzana 12P;0;1
7;17;1701;1;Delicia de Vainilla con Fresa 12 P;Deli Vaini con Fresa 12 ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;70;70;70;70;0;NULL;0;2;1;NULL;NULL;0;0;0;11;NULL;NULL;ADMIN;02/09/2021 8:20;105;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2060053;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
8;17;1701;1;dulzura de pecana 12pzs;dulzura de pecana 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;99;99;99;102;0;NULL;0;5;1;NULL;NULL;0;0;0;3;NULL;NULL;ADMIN;13/10/2022 7:01;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000148;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;4;1;0;0;;0;0;1;;0;0;;0;;0;0;0;dulzura de pecana 12pzs;NULL;0
9;1;105;1;Pecado de Lucuma 12P;Pecado de Lucuma 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;85;85;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;02/09/2021 8:20;114;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010127;0;;1;1;1;0;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
10;17;1701;1;Pie de Limón 12P;Pie de Limón 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;85;0;0;0;85;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/04/2025 14:21; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M9110022;0;;1;0;0;0;0;1;NULL;2;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;0;0;Pie de Limón 12P;0;0
11;13;1302;1;Pie de Maracuya 12P;Pie de Maracuya 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;75;75;75;75;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;02/09/2021 8:20;57;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3005092;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
12;1;107;1;Souffle de Vainilla con Fresa 12P;Souffle Vainilla/Fresa;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;26/07/2019 17:09;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010131;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
13;17;1701;1;Tiramisu Clasico 12P;Tiramisu Clasico 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:20;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010132;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
14;16;1602;1;Torta de Alfajor 12P;Torta de Alfajor 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;75;75;75;75;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/09/2021 8:20;119;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010133;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
15;17;1701;1;Torta de Selva Negra 12P;Torta Selva Negra 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;85;85;85;85;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;06/12/2022 12:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011094;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;0;0;Torta de Selva Negra 12P;NULL;0
16;17;1701;1;tres leches de chocolate 12pzs;tres leches de choco 12p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;99;99;NULL;0;5;1;NULL;NULL;1;0;0;12;NULL;NULL;ADMIN;01/07/2025 22:46; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000139;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;3;1;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000016.jpg;0;;0;0;0;tres leches de chocolate 12pzs;0;0
17;1;103;1;Delicia de Chirimoya 12P;Delicia de Chirimoya 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;75;0;75;75;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/09/2021 8:20;132;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011118;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
18;1;110;1;Frescura de Mango 12P;Frescura de Mango 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;26/07/2019 17:09;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011119;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
19;17;1701;1;Bruselina de Chocolate con Chirimoya 12P;Bruselina Choco Chiri 12;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;1;NULL;NULL;ADMIN;27/11/2020 18:36;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000132;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
20;17;1701;1;Cheesecake de Frutos 12P;Cheesecake de Frutos 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;99;99;99;99;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000147;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
21;1;109;1;Torta 3 Leches de Lucuma 12P;3 Leches de Lucuma 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011165;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
22;1;109;1;Torta Marmoleada Relleno con Mangar;Marmoleada / Mangar 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011183;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
23;13;1302;1;Pie de Manzana 12P;Pie de Manzana 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;75;80;80;80;0;NULL;0;2;1;NULL;NULL;0;0;0;3;NULL;NULL;ADMIN;02/09/2021 8:20;138;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010146;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
24;1;106;1;Pie de Durazno 12P;Pie de Durazno 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011185;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
25;1;114;1;Bola de Oro de Chocolate 12P;Bola de Oro Chocolate 12;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;70;0;70;70;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/09/2021 8:20;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011003;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
26;1;103;1;Delicia de Mango 12P;Delicia de Mango 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;3;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011189;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
27;17;1701;1;torta red velvet 12pzs;torta red velvet 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;102;0;NULL;0;2;1;NULL;NULL;0;0;0;20;NULL;NULL;ADMIN;06/12/2022 12:08;140;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000071;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;0;0;TORTA RED VELVET 12P;NULL;0
28;1;107;1;Souffle de Vainilla con Durazno 12P;Souffle Vainilla Durazno;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011198;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
29;1;109;1;Torta de Mil Hojas 12P;Torta de Mil Hojas 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011201;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
30;1;107;1;Souffle Vainilla con Lucuma 12P;Souffle Vainilla Lucuma;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;3;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011127;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
31;1;107;1;Souffle Vainilla con Fresa 12P;Souffle Vainilla Fresa;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;0;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;26/07/2019 17:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010131;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
32;17;1701;1;merengado de chirimoya 12pzs;merengado chirimoya 12pz;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;119;119;119;119;119;NULL;0;5;1;NULL;NULL;1;0;0;18;NULL;NULL;ADMIN;01/07/2025 22:59; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000135;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;7;1;0;0;;0;0;1;;0;0;;0;;0;0;0;merengado de chirimoya 12pzs;0;0
33;1;103;1;Delicia de Vainilla con Lucuma 12P;Delicia Vainilla Lucuma ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;55;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;4;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011125;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
34;1;103;1;Delicia de Chocolate con Lucuma 12P;Delicia Chocolate Lucuma;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;55;55;55;55;0;NULL;0;2;1;NULL;NULL;0;0;0;5;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011131;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
35;17;1701;1;merengado de fresa 12pzs;merengado de fresa 12pzs;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;119;119;119;119;119;NULL;0;5;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;01/07/2025 22:58; ;NULL;NULL;3,14E-15;3,14E-15;3,14E-15;3,14E-15;3,14E-15;0;0;0;0;0;0;0;0;0;0;V1000136;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;7;1;0;0;;0;0;1;;0;0;;0;;0;0;0;merengado de fresa 12pzs;0;0
36;17;1701;1;Bola de Oro Clasico 24P;Bola de Oro Clasico 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;200;200;200;200;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:21;97;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011002;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
37;17;1701;1;Bruselina de Vainilla con Fresa 24P;Bruselin Vainll Fresa 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:21;101;NULL;NULL;5,03E-15;5,03E-15;5,03E-15;5,03E-15;5,03E-15;0;0;0;0;0;0;0;0;0;0;V2010119;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
38;1;101;1;Cheesecake de Fresa 24P;Cheesecake de Fresa 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;6;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011018;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
39;1;101;1;Cheesecake de Maracuya 24P;Cheesecak de Maracuya 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;7;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011024;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
40;1;101;1;Cheesecake de Sauco 24P;Cheesecake de Sauco 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;8;NULL;NULL;ADMIN;02/09/2021 8:21;103;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010122;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
41;1;102;1;Crocante de Manzana 24P;Crocante de Manzana 24;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;120;120;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;10/01/2019 17:54;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011040;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
42;17;1701;1;Dulzura de Pecanas 24P;Dulzura de Pecanas 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;150;150;150;150;0;NULL;0;2;1;NULL;NULL;0;0;0;13;NULL;NULL;ADMIN;02/09/2021 8:21;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010123;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
43;1;113;1;Merengado de Chirimoya 24P;Merengad de Chirimoy 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;3;NULL;NULL;ADMIN;02/09/2021 8:21;109;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010124;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
44;1;105;1;Pecado de Chocolate 24P;Pecado de Chocolate 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/09/2021 8:21;113;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010126;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
45;1;105;1;Pecado de Lucuma 24P;Pecado de Lucuma 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;3;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010127;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
46;1;106;1;Pie de Limon 24P;Pie de Limon 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;120;120;120;120;0;NULL;0;2;1;NULL;NULL;0;0;0;5;NULL;NULL;ADMIN;02/09/2021 8:21;117;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011061;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
47;1;106;1;Pie de Lucuma 24P;Pie de Lucuma 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;0;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;6;NULL;NULL;ADMIN;26/07/2019 17:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C1;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
48;1;108;1;Tiramisu Clasico 24P;Tiramisu Clasico 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;2;NULL;NULL;ADMIN;02/09/2021 8:21;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011075;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
49;1;109;1;Torta de Alfajor 24P;Torta de Alfajor 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;110;110;110;110;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:21;120;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011081;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
50;17;1701;1;Torta de Chocolate 24P;Torta de Chocolate 24P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;140;140;140;140;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:22;122;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011086;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;1;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
