tCodigoProducto;tGrupo;tSubGrupo;tTipoProducto;tDetallado;tResumido;tMoneda;lImpuesto1;lImpuesto2;lImpuesto3;lImpuesto4;lImpuesto5;lImpuesto6;lImpuesto7;lImpuesto8;lImpuesto9;lImpuesto10;lImpuesto11;lImpuesto12;lImpuesto13;lImpuesto14;lImpuesto15;tDescargo;nPrecioVenta;nPrecioDelivery;nPrecioLlevar;nPrecioCanal4;nPrecioCanal5;tCortesia;lModificable;tArea;lImprimeArea;lEspecial;lFijo;lActivo;lCombinacion;nCombinacion;nBoton;tIcono;oFoto;tUsuario;fRegistro;tEnlace;tCajaRapida;nBotonRapido;nInsumo;nInsumo2;nInsumo3;nInsumo4;nInsumo5;nGasto;nGasto2;nGasto3;nGasto4;nGasto5;nManoObra;nManoObra2;nManoObra3;nManoObra4;nManoObra5;tBarra;lPropiedad;tInfhotel;lDescuento;lLocal;lDelivery;lLlevar;lCanal4;lCanal5;tBotonPalm;tUnidadNegocio;lReplica;lMultiArea;tAlternativa;lControlInsumoCritico;tCodigoInsumo;nTiempo;lBalanza;lSolicitaAutorizacionEnvio;lDefineAreaProduccion;tCodigoProductoSunat;nPrecioVentaRefer;nCombinacionMinima;lNuevoModificado;tCodigoSKU;lLey1;lActivaHomologacionExterno;SURLIMAGE;lActivaPatioComida;tDescripcionPatio;tStockPlatoCritico;tAplicaExoneracion;tAplicaInafectacion;tNombrePatio;lComboVisible;IntegracionWebApi
2463;17;1702;1;keke de zanahoria porc. Silvestre;keke de zanahoria porc. ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;12,9;0;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2612024;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2464;17;1702;1;Pie de pecanas silvestre;Pie de pecanas silvestre;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;12,9;0;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:08;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2612027;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2465;6;609;2;Jugo tropical silvestre edulc;Jugo tropical silvestre ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15,9;0;0;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:09;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611042;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2466;14;1410;2;Criollazo Silvestre;Criollazo Silvestre;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;26;0;0;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;30/12/2024 19:45;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610087;0;;1;1;0;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2467;14;1410;1;D - Silvestre Ensalada de fruta con yogurt griego ;D - Silvestre Ensalada d;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;21,9;0;21,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;23/05/2025 9:10; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610061;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2468;14;1410;1;D - Croissant multigrano jamon y  queso;D - Croissant multigrano;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;17,9;0;17,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/01/2025 17:17; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610064;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2469;14;1410;1;D - Croissant multigrano de pollo;D-Croissa multigrano pol;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;17,9;0;17,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/01/2025 17:21; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610066;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2470;14;1410;1;D - criollazo silvestre;D - criollazo silvestre;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;26;0;26;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:22;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610068;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2471;14;1410;1;D - Salad Crispy chicken;D - Salad Crispy chicken;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;0;29,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:23;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610070;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2472;14;1412;1;D - Salad Sweet Thai;D - Salad Sweet Thai;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;0;29,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:24;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610073;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2473;14;1412;1;D - Salad chicken pesto;D - Salad chicken pesto;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;0;29,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:25;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610076;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2474;14;1412;1;D - Wrap Cobb Salad;D - Wrap Cobb Salad;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;0;29,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:26;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610080;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2475;6;609;2;D - silvestre surtido;D - silvestre surtido;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16;0;16;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:27;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611031;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2476;6;609;2;D - Silvestre Jugo tropical ;D-Silvestre Jugo tropi;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;10;0;10;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;04/06/2025 17:01; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611033;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2477;6;609;2;D - silvestre jugo de naranja natural;D - silvestre jugo de na;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;10;0;10;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;29/12/2024 15:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611035;0;;1;1;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2478;14;1412;1;D - acai bowl;D - acai bowl;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;26,9;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:29;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610010;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2479;14;1412;1;D- toston de palta;D- toston de palta;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16,9;16,9;16,9;16,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;31/01/2025 11:20; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610001;0;;1;0;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2480;14;1410;1;D- focaccia capresse;D- focaccia capresse;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;22,9;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:31;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610002;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2481;14;1410;1;D - Avena overnight;D - Avena overnight;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;17,9;17,9;17,9;17,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:32;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610006;0;;1;0;1;1;1;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2482;14;1410;1;D - Chia pudding;D - Chia pudding;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;17,9;17,9;17,9;17,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;07/04/2025 11:01; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610007;0;;1;0;1;1;1;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2483;14;1410;1;D - sandwich de pollo pesto.;D - sandwich de pollo pe;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;25,9;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:35;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610020;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2484;14;1410;1;D - pollo palteado;D - pollo palteado;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18,9;0;0;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:36;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610021;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2485;14;1412;1;D - Wrap crispy chicken;D - Wrap crispy chicken;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;29,9;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;11/06/2025 18:34; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610026;0;;1;1;1;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2486;14;1412;1;D - wrap sweet thai ;D - wrap sweet thai ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;0;0;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:42;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610025;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2487;14;1412;1;D - wrap chicken pesto ;D - wrap chicken pesto ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;29,9;29,9;29,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;05/06/2025 14:56; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610037;0;;1;0;1;1;1;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2488;14;1412;1;D - silvestre cobb salad;D - silvestre cobb salad;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;29,9;29,9;29,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;27/01/2025 10:02; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610014;0;;1;0;1;1;1;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2489;6;609;2;D - silvestre extracto rojo;D - silvestre extracto r;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14,9;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;04/06/2025 17:03; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611011;0;;1;1;0;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2490;6;609;2;D - silvestre  extracto naranja vital;D - silvestre  extracto ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14,9;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:47;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611009;0;;1;1;0;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2491;6;609;1;D - silvestre extracto verde;D - silvestre extracto v;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14,9;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611008;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2492;6;609;2;D - batido de berries;D - batido de berries;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18,9;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:49;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611003;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2493;6;609;2;D - batido de vainilla;D - batido de vainilla;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18,9;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:50;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611002;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2494;6;609;2;D - batido de chocolate;D - batido de chocolate;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18,9;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:53;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611001;0;;1;1;0;0;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2495;17;1702;1;D - keke de platano porc. Silvestre;D-kek de platan porc Sil;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;12,9;0;12,9;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:55;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2612025;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2496;17;1702;1;D - keke de zanahoria porc. Silvestre;D-keke de zanahoria porc;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;12,9;0;12,9;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2024 11:57;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2612026;0;;1;0;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2497;17;1702;1;D - pie de pecanas silvestre;D - pie de pecanas silve;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15,9;0;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;29/12/2024 16:41;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2612028;0;;1;1;0;0;1;1;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2498;14;1410;1;D- Waffle silvestre;D- Waffle silvestre;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;21,9;0;21,9;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;27/01/2025 10:03; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610086;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2499;6;609;2;D - jugo tropical silvestre edulc;D - jugo tropical silves;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16;0;16;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;30/12/2024 19:56;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611043;0;;1;0;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2500;6;609;2;Batido de vainilla;Batido de vainilla;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18,9;0;0;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;30/12/2024 19:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611037;0;;1;1;0;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2501;6;610;2;cafe americano silvestre;cafe americano silvestre;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;9;0;9;0;5,5;NULL;0;3;1;NULL;NULL;1;0;0;10;NULL;NULL;ADMIN;02/04/2025 12:08; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2611013;0;;1;1;0;1;0;1;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2502;14;1410;1;D - Triple de pollo und.;D - Triple de pollo und.;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18;0;18;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1940024;0;;1;0;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2503;14;1412;1;QUICHE DE PORO (EXPRESS);QUICHE DE PORO (EXPRESS);1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;22;0;0;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1940028;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2504;14;1412;1;PASTEL DE ACELGA (EXPRESS);PASTEL DE ACELGA (EXPRES;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;22;0;0;0;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:48;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2110058;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2505;6;609;2;Surtido;Surtido;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:49;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010027;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2506;14;1412;1;D - wrap de pavo;D - wrap de pavo;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;26,9;0;26,9;26,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/01/2025 20:04; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1940027;0;;1;0;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2507;14;1412;1;D - Ensalada de pavo;D - Ensalada de pavo;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;30,9;0;30,9;30,9;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:50;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1930025;0;;1;0;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2508;14;1410;1;D - desayuno clasico ma;D - desayuno clasico ma;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;25,9;0;25,9;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:50;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2320023;0;;1;0;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2509;6;609;2;D - Surtido MA;D - Surtido MA;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15;0;15;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:51;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010028;0;;1;0;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2510;14;1412;1;D - quiche de poro (express);D - quiche de poro (expr;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;22;22;22;22;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:51;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1940023;0;;1;0;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2511;14;1412;1;D - pastel de acelga (express);D - pastel de acelga (ex;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;22;22;22;22;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:52;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2110057;0;;1;0;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2512;6;609;2;D - milkshake chocolate;D - milkshake chocolate;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16;0;16;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/12/2024 14:52;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010029;0;;1;0;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2513;14;1410;1;Triple clasico;Triple clasico;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;18;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;05/01/2025 14:19; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1940025;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2514;15;1502;1;COMBO DESAYUNO SILVESTRE;COMBO DESAYUNO SILVESTRE;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;17,9;0;0;0;0;NULL;0;1;1;NULL;NULL;0;1;2;0;NULL;NULL;ADMIN;29/12/2024 15:49;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CX;0;;1;1;0;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;2;1;;0;0;;0;;0;0;0;;0;0
2515;6;608;2;Gatorlyte - fresa;Gatorlyte - fresa;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;4,9;0;4,9;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;27/05/2025 10:49; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D1010074;0;;1;1;0;1;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2516;6;608;2;Gatorlyte - uva;Gatorlyte - uva;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;4,9;0;4,9;0;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;30/12/2024 19:29;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D1010075;0;;1;1;0;1;0;0;NULL;2;NULL;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
2517;14;1412;1;Medio wrap crispy chicken;Medio wrap crispy chicke;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14,9;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/01/2025 20:04; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2610058;0;;1;1;0;0;0;0;NULL;2;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
