tCodigoPedido;tItem;tItemCombo;tProducto;tProductoCombo;nCantidad;tCodigoGrupo;tCodigoSubGrupo;nPrecioNeto;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;nInsumo;nGasto;nManoObra;lImprimeArea;lImprime;nOrden;tObservacion;lCorte;lAtendidoC;fAtendidoC;tUsuarioAtendio
2500037796;2;1;2776;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037796;1;2;2775;2130;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037796;1;1;2775;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037786;2;2;2775;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037786;2;1;2775;2130;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037786;1;2;2776;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037786;1;1;2776;245;1;14;1410;13,10077519;2,358139535;1,441085271;0;16,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037780;2;2;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037780;2;1;1897;262;1;14;1410;20,15503876;3,627906977;2,217054264;0;26;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037779;1;2;2776;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037779;1;1;2776;245;1;14;1410;13,10077519;2,358139535;1,441085271;0;16,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037777;1;4;1897;210;1;6;610;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037777;1;3;1897;210;1;6;610;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037777;1;2;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037777;1;1;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037775;1;4;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037775;1;3;1897;1724;1;6;610;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037775;1;2;1897;262;1;14;1410;20,15503876;3,627906977;2,217054264;0;26;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037775;1;1;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037772;1;4;1897;1803;1;6;605;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037772;1;3;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037772;1;2;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037772;1;1;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;8;1897;1803;1;6;605;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;7;1897;1803;1;6;605;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;6;1897;1803;1;6;605;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;5;1897;1803;1;6;605;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;4;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;3;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;2;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037765;1;1;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037745;1;2;2696;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037745;1;1;2696;2326;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037739;1;3;2100;1949;1;17;1708;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037739;1;2;2100;1009;1;18;1807;9,302325581;1,674418605;1,023255814;0;12;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037739;1;1;2100;2411;1;17;1706;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037710;1;2;2696;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037710;1;1;2696;2326;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037670;1;2;1980;2424;2;17;1702;13,10077519;4,71627907;2,882170543;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037670;1;1;1980;2418;2;17;1702;13,10077519;4,71627907;2,882170543;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037665;7;2;1345;1349;1;11;1107;4,651162791;0,837209302;0,511627907;0;6;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037665;7;1;1345;1347;1;11;1107;4,651162791;0,837209302;0,511627907;0;6;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037641;1;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H SIN AXUCAR;NULL;NULL;NULL;NULL
2500037641;1;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037633;3;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037633;3;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037621;1;2;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037621;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037616;1;2;1955;1949;1;17;1708;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037616;1;1;1955;1948;1;17;1708;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037594;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037594;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037593;1;2;1898;1521;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037593;1;1;1898;1916;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037592;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCO;NULL;NULL;NULL;NULL
2500037592;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037584;2;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037584;2;1;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037584;1;4;1898;1969;3;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH;NULL;NULL;NULL;NULL
2500037584;1;3;1898;1967;1;14;1402;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037584;1;2;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037584;1;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037581;1;8;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;C/EDULCO;NULL;NULL;NULL;NULL
2500037581;1;7;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;C/EDUL;NULL;NULL;NULL;NULL
2500037581;1;6;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;C/EDU;NULL;NULL;NULL;NULL
2500037581;1;5;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;C/EDULCO;NULL;NULL;NULL;NULL
2500037581;1;4;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037581;1;3;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037581;1;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037581;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037576;1;4;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037576;1;3;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037576;1;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037576;1;1;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037575;1;6;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037575;1;5;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SA SH;NULL;NULL;NULL;NULL
2500037575;1;4;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037575;1;3;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037575;1;2;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037575;1;1;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037569;1;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCO;NULL;NULL;NULL;NULL
2500037569;1;1;2781;2145;1;14;1410;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037568;2;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCO;NULL;NULL;NULL;NULL
2500037568;2;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037568;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCO;NULL;NULL;NULL;NULL
2500037568;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037567;1;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SIN HELAR;NULL;NULL;NULL;NULL
2500037567;1;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037566;1;4;1898;1919;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037566;1;3;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037566;1;2;1898;213;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037566;1;1;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037565;1;4;1898;1919;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037565;1;3;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037565;1;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037565;1;1;1898;1919;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037564;2;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH;NULL;NULL;NULL;NULL
2500037564;2;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037564;1;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037564;1;1;2781;2145;1;14;1410;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037563;1;4;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037563;1;3;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037563;1;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037563;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037561;1;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH;NULL;NULL;NULL;NULL
2500037561;1;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037532;2;2;1980;2424;2;17;1702;13,10077519;4,71627907;2,882170543;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037532;2;1;1980;2418;2;17;1702;13,10077519;4,71627907;2,882170543;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037528;2;2;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037528;2;1;1897;1803;1;6;605;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037528;1;2;2775;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037528;1;1;2775;2130;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037508;2;2;2774;2135;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037508;2;1;2774;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037508;1;2;2775;2130;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037508;1;1;2775;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037506;1;2;2775;2130;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037506;1;1;2775;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037487;1;3;2777;2136;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;SALIO;NULL;NULL;NULL;NULL
2500037487;1;2;2777;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SALIO;NULL;NULL;NULL;NULL
2500037481;1;2;2776;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037481;1;1;2776;245;1;14;1410;13,10077519;2,358139535;1,441085271;0;16,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037408;1;3;2101;1949;1;17;1708;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037408;1;2;2101;1009;1;18;1807;9,302325581;1,674418605;1,023255814;0;12;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037408;1;1;2101;2398;1;17;1702;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500037346;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037346;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037318;2;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037318;2;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037318;1;2;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037318;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037315;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037315;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037304;1;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037304;1;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037302;1;2;2781;2145;1;14;1410;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037302;1;1;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037301;1;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037301;1;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037299;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037299;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/ S/AZUCAR;NULL;NULL;NULL;NULL
2500037292;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500037292;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037285;1;4;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037285;1;3;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037285;1;2;1898;1918;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037285;1;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037281;1;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500037281;1;1;2781;2145;1;14;1410;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037279;1;2;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037279;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037277;1;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/A;NULL;NULL;NULL;NULL
2500037277;1;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037274;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037274;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037271;1;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037271;1;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037268;1;4;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037268;1;3;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037268;1;2;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037268;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;3;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;3;1;2781;2145;1;14;1410;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;2;4;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;2;3;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;2;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;2;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;1;6;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;1;5;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;1;4;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;1;3;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;1;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037267;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037257;3;2;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037257;3;1;2780;2144;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037257;2;2;2775;2501;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037257;2;1;2775;2130;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037257;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037257;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500037240;4;2;2774;2135;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
